State,YearQuarter,employment_growth,GDP,gdp_growth,EPU_value_Quarterly,composite_rates,growth_STLFSI4,diff_CLOSE,diff_CPIAUCSL,YQ,employment_growth_norm,EPU_value_Quarterly_norm,composite_rates_norm,growth_STLFSI4_norm,diff_CLOSE_norm,diff_CPIAUCSL_norm,gdp_growth_norm
alabama,2007Q4,-0.0003867653596337,203466.6,0.0021938595575239,142.98134287259333,3.893333333333333,1.8467063738999023,0.4406374007936549,2.5506666666667,2007Q4,-1.0184850343669511,1.1817279462399934,-0.2621599038853703,2.677452787946881,-0.0538585941153745,0.822788250563582,-0.25374469771460273
alabama,2008Q1,-0.0016566131374586,202569.5,-0.0044090774603793,226.264319096147,2.223333333333333,0.2506479798642209,4.090320184426226,2.2799999999999727,2008Q1,-1.9233743908588963,3.2767289243412163,-1.8115677568848423,0.298558595565938,1.1304798742054574,0.5329189860389761,-0.7905462889951794
alabama,2008Q2,-0.0027781047402956,203521.2,0.0046981406381514,114.74755179026116,1.94,-0.1015006616894304,-5.447195184426228,2.768000000000029,2008Q2,-2.722545624233475,0.4715009272845513,-2.0744413447190837,-0.22631214937504643,-1.964486733355549,1.0555404186300803,-0.05015316481799259
alaska,2005Q2,0.002222591208975,44542.3,0.0117754219866936,113.34081214071736,3.1833333333333336,-0.1640467682091113,0.6202945696721329,1.299999999999983,2005Q2,0.8409338876953287,0.4361140922389693,-0.9208901886935286,-0.31953591243517315,0.004440964730289457,-0.5166076613774534,0.5252113857656238
alaska,2005Q3,0.0007029050285835,44267.3,-0.0061739066011409,64.20324355611993,3.783333333333333,0.1880064349783474,-1.1565625000000015,2.933333333333337,2005Q3,-0.24198949403443518,-0.79995189524352,-0.36421670857395816,0.2051925834653537,-0.5721571412086611,1.2326034176499698,-0.9340223040670301
alaska,2005Q4,0.0003906817195792,44793.8,0.011893655135958,114.2375822128757,4.296666666666667,-0.0946281257421937,0.5309647817460323,1.8333333333333144,2005Q4,-0.46447879873725817,0.45867253411382003,0.11204837997278598,-0.21606876735788125,-0.024546952981978683,0.054563303202920355,0.5348234330250717
alaska,2006Q1,0.0018697096453511,45815.9,0.0228178899758448,105.75660519532144,4.633333333333333,0.3231746289401334,-0.7393266769073215,1.03333333333336,2006Q1,0.5894716442660748,0.2453317536482296,0.42440405492876676,0.40665816443151287,-0.4367622411734491,-0.8021931436675944,1.4229352883515587
alaska,2006Q2,0.002008992723581,47205.1,0.0303213513212661,176.34621793821566,5.08,-0.0638839477396797,2.486310803891447,1.799999999999983,2006Q2,0.6887243084283541,2.021028473986206,0.8388165345733366,-0.17024516417831523,0.60997162032811,0.0188651179166489,2.032947163281349
alaska,2006Q3,0.0010663481668432,47812.7,0.0128714905804669,106.0661280383898,5.193333333333334,-0.0346050519280541,-0.9207936507936498,1.9000000000000057,2006Q3,0.016998892797692573,0.2531178665896341,0.9439659697070341,-0.12660553578759748,-0.4956490898790892,0.12595967377549372,0.6143189092350831
alaska,2006Q4,0.0009692760282644,49351.2,0.0321776431784861,150.41245284792933,5.15,0.0456361831555907,-2.5730158730158728,-0.8333333333333144,2006Q4,-0.05217439438348919,1.3686590979908329,0.9037617739206201,-0.007007525562359369,-1.0318026275968775,-2.801291519698918,2.183858859112321
alaska,2007Q1,-6.506066380377688e-05,49737.7,0.0078316231418891,110.8103835412184,5.15,0.043360433604336,1.5286859224564149,1.9836666666666645,2007Q1,-0.7892393245476148,0.3724606226903347,0.9037617739206201,-0.010399486289500723,0.29921804185522966,0.21556211884403173,0.2045908058870908
alaska,2007Q2,-0.0001943119392916,50520.8,0.0157445961514104,94.55871648624596,5.109999999999999,-0.0990123648806283,1.1682982045277122,2.313999999999993,2007Q2,-0.8813433590187975,-0.03635351820384741,0.8666502085793145,-0.22260339106801982,0.182270607473412,0.5693311350309967,0.8478949130978799
alaska,2007Q3,0.0013379991863361,50563.9,0.0008531139649412,69.86513145718433,4.65,-1.4854649657339156,7.857301587301585,1.3079999999999927,2007Q3,0.21057651722789153,-0.6575259010188473,0.43986720715431116,-2.289084199355792,2.352882271718481,-0.5080400969087373,-0.36274382426228596
alaska,2007Q4,0.001585349520745,49684.7,-0.0173878992720103,129.90102479346766,3.893333333333333,1.8467063738999023,0.4406374007936549,2.5506666666667,2007Q4,0.3868375532669689,0.8526897632614492,-0.2621599038853703,2.677452787946881,-0.0538585941153745,0.822788250563582,-1.8456907167763497
alaska,2008Q1,0.0015335805536199,48550.1,-0.0228360038402163,123.74627977184066,2.223333333333333,0.2506479798642209,4.090320184426226,2.2799999999999727,2008Q1,0.3499471572950007,0.6978658433566091,-1.8115677568848423,0.298558595565938,1.1304798742054574,0.5329189860389761,-2.288607436070557
alaska,2008Q2,0.0012120411726728,47477.7,-0.022088522989654,88.6478365701209,1.94,-0.1015006616894304,-5.447195184426228,2.768000000000029,2008Q2,0.12081925031829523,-0.1850429595187302,-2.0744413447190837,-0.22631214937504643,-1.964486733355549,1.0555404186300803,-2.2278391887064433
california,2005Q2,0.002475618010702,2029374.2,0.0086565442532187,118.5254220981448,3.1833333333333336,-0.1640467682091113,0.6202945696721329,1.299999999999983,2005Q2,1.0212399557046328,0.5665340582921512,-0.9208901886935286,-0.31953591243517315,0.004440964730289457,-0.5166076613774534,0.2716547448648535
california,2005Q3,0.001239915492568,2056154.2,0.0131961862923062,114.29666936605422,3.783333333333333,0.1880064349783474,-1.1565625000000015,2.933333333333337,2005Q3,0.14068239914060718,0.4601588840176701,-0.36421670857395816,0.2051925834653537,-0.5721571412086611,1.2326034176499698,0.6407158253838707
california,2005Q4,0.0005050335867996,2071078.0,0.0072581132290565,93.5722170463013,4.296666666666667,-0.0946281257421937,0.5309647817460323,1.8333333333333144,2005Q4,-0.3829920336700609,-0.06116912140746894,0.11204837997278598,-0.21606876735788125,-0.024546952981978683,0.054563303202920355,0.1579659428921856
california,2006Q1,0.0010073619277539,2114085.7,0.0207658523725327,65.7294767096575,4.633333333333333,0.3231746289401334,-0.7393266769073215,1.03333333333336,2006Q1,-0.02503450747554614,-0.7615591756931415,0.42440405492876676,0.40665816443151287,-0.4367622411734491,-0.8021931436675944,1.2561099729140783
california,2006Q2,0.000938978999173,2109040.3,-0.0023865636099805,135.872276550515,5.08,-0.0638839477396797,2.486310803891447,1.799999999999983,2006Q2,-0.07376395782320644,1.002897871073582,0.8388165345733366,-0.17024516417831523,0.60997162032811,0.0188651179166489,-0.6261211778155109
california,2006Q3,0.0015033608754215,2121481.1,0.0058987967181092,105.97200027096244,5.193333333333334,-0.0346050519280541,-0.9207936507936498,1.9000000000000057,2006Q3,0.3284127138476267,0.2507500625825164,0.9439659697070341,-0.12660553578759748,-0.4956490898790892,0.12595967377549372,0.04745704902389496
california,2006Q4,0.0017851176814944,2137134.4,0.0073784772346072,62.70141484757196,5.15,0.0456361831555907,-2.5730158730158728,-0.8333333333333144,2006Q4,0.5291916886088747,-0.8377307157902653,0.9037617739206201,-0.007007525562359369,-1.0318026275968775,-2.801291519698918,0.16775122322082295
california,2007Q1,0.0005633618558284,2126879.2,-0.0047985751387463,97.34225993929311,5.15,0.043360433604336,1.5286859224564149,1.9836666666666645,2007Q1,-0.3414275007012614,0.03366710931392626,0.9037617739206201,-0.010399486289500723,0.29921804185522966,0.21556211884403173,-0.8222114363350054
california,2007Q2,0.0002565509548861,2153290.5,0.0124178655750639,94.41689868405196,5.109999999999999,-0.0990123648806283,1.1682982045277122,2.313999999999993,2007Q2,-0.5600599411926241,-0.039920975177419944,0.8666502085793145,-0.22260339106801982,0.182270607473412,0.5693311350309967,0.5774403771387225
california,2007Q3,0.0004869062959548,2180276.5,0.0125324474333583,112.00829546520376,4.65,-1.4854649657339156,7.857301587301585,1.3079999999999927,2007Q3,-0.39590948159881195,0.4025943518895883,0.43986720715431116,-2.289084199355792,2.352882271718481,-0.5080400969087373,0.5867555839470788
california,2007Q4,0.0003980603651914,2215315.5,0.0160708974297525,143.22623767660468,3.893333333333333,1.8467063738999023,0.4406374007936549,2.5506666666667,2007Q4,-0.4592208001043492,1.1878883271149336,-0.2621599038853703,2.677452787946881,-0.0538585941153745,0.822788250563582,0.8744223576238537
california,2008Q1,-0.0002185241032752,2180243.6,-0.0158315598839081,238.0455493009433,2.223333333333333,0.2506479798642209,4.090320184426226,2.2799999999999727,2008Q1,-0.8985968675644637,3.573088275573234,-1.8115677568848423,0.298558595565938,1.1304798742054574,0.5329189860389761,-1.719164375870678
california,2008Q2,-0.0010321272393149,2224915.6,0.0204894535638127,198.57878606563563,1.94,-0.1015006616894304,-5.447195184426228,2.768000000000029,2008Q2,-1.478367790557968,2.5802934532734634,-2.0744413447190837,-0.22631214937504643,-1.964486733355549,1.0555404186300803,1.2336394692659807
colorado,2005Q2,0.0019762795561458,262351.6,0.0022447700982564,64.02451242707757,3.1833333333333336,-0.1640467682091113,0.6202945696721329,1.299999999999983,2005Q2,0.665413012739074,-0.8044479148040575,-0.9208901886935286,-0.31953591243517315,0.004440964730289457,-0.5166076613774534,-0.24960580327958673
colorado,2005Q3,0.0020520662967713,263133.9,0.0029818762302193,87.63018218169077,3.783333333333333,0.1880064349783474,-1.1565625000000015,2.933333333333337,2005Q3,0.7194183952367289,-0.2106422720770051,-0.36421670857395816,0.2051925834653537,-0.5721571412086611,1.2326034176499698,-0.18968099353090828
colorado,2005Q4,0.0029998249722183,260722.2,-0.0091652956916612,111.09153137911343,4.296666666666667,-0.0946281257421937,0.5309647817460323,1.8333333333333144,2005Q4,1.3947881150655819,0.3795329563422937,0.11204837997278598,-0.21606876735788125,-0.024546952981978683,0.054563303202920355,-1.1772144501645525
colorado,2006Q1,0.0036705001275022,267639.9,0.0265328384004124,75.12546872922323,4.633333333333333,0.3231746289401334,-0.7393266769073215,1.03333333333336,2006Q1,1.8727090283261534,-0.5252009982622252,0.42440405492876676,0.40665816443151287,-0.4367622411734491,-0.8021931436675944,1.7249509247912387
colorado,2006Q2,0.0026873191611189,265918.0,-0.0064336446097911,89.94574529876381,5.08,-0.0638839477396797,2.486310803891447,1.799999999999983,2006Q2,1.1720975002974843,-0.15239378943270726,0.8388165345733366,-0.17024516417831523,0.60997162032811,0.0188651179166489,-0.9551383280396094
colorado,2006Q3,0.0025877370734896,269711.5,0.0142656758850472,92.14128343355956,5.193333333333334,-0.0346050519280541,-0.9207936507936498,1.9000000000000057,2006Q3,1.1011356316652054,-0.09716456074245318,0.9439659697070341,-0.12660553578759748,-0.4956490898790892,0.12595967377549372,0.7276625452578844
colorado,2006Q4,0.0021861881042166,269493.8,-0.0008071587603791,54.06274776170327,5.15,0.0456361831555907,-2.5730158730158728,-0.8333333333333144,2006Q4,0.814993154786727,-1.0550382234591298,0.9037617739206201,-0.007007525562359369,-1.0318026275968775,-2.801291519698918,-0.4977196749322495
colorado,2007Q1,0.0010651421989424,273536.6,0.0150014582895783,62.0615924535025,5.15,0.043360433604336,1.5286859224564149,1.9836666666666645,2007Q1,0.016139524031796755,-0.8538255841795568,0.9037617739206201,-0.010399486289500723,0.29921804185522966,0.21556211884403173,0.7874797394121863
colorado,2007Q2,0.0016166180144722,277187.3,0.0133462944264131,50.91155299875553,5.109999999999999,-0.0990123648806283,1.1682982045277122,2.313999999999993,2007Q2,0.4091193792160157,-1.1343071978632395,0.8666502085793145,-0.22260339106801982,0.182270607473412,0.5693311350309967,0.652919225936422
colorado,2007Q3,0.0019233205756018,279588.8,0.0086638168487518,114.94035520060886,4.65,-1.4854649657339156,7.857301587301585,1.3079999999999927,2007Q3,0.62767461711262,0.4763509380739767,0.43986720715431116,-2.289084199355792,2.352882271718481,-0.5080400969087373,0.27224598795021426
colorado,2007Q4,0.0013489437263237,284622.6,0.0180042977401098,97.3589447530381,3.893333333333333,1.8467063738999023,0.4406374007936549,2.5506666666667,2007Q4,0.21837556048285817,0.034086819351921996,-0.2621599038853703,2.677452787946881,-0.0538585941153745,0.822788250563582,1.031602769971893
colorado,2008Q1,0.0001037440293613,281408.9,-0.0112910921339344,167.43005742524568,2.223333333333333,0.2506479798642209,4.090320184426226,2.2799999999999727,2008Q1,-0.6689496545270011,1.7967405601460567,-1.8115677568848423,0.298558595565938,1.1304798742054574,0.5329189860389761,-1.350036167206042
colorado,2008Q2,-0.0009263959436783,283761.3,0.0083593660328438,92.5043004299566,1.94,-0.1015006616894304,-5.447195184426228,2.768000000000029,2008Q2,-1.4030240164927468,-0.08803279099784514,-2.0744413447190837,-0.22631214937504643,-1.964486733355549,1.0555404186300803,0.24749492914063295
connecticut,2005Q2,0.0028641161979046,257460.7,0.0046560722682353,87.80207676417622,3.1833333333333336,-0.1640467682091113,0.6202945696721329,1.299999999999983,2005Q2,1.2980824881365187,-0.20631822729898633,-0.9208901886935286,-0.31953591243517315,0.004440964730289457,-0.5166076613774534,-0.0535732137829172
connecticut,2005Q3,0.0020655700326489,257626.4,0.0006435933717261,124.2086187326435,3.783333333333333,0.1880064349783474,-1.1565625000000015,2.933333333333337,2005Q3,0.7290411130789013,0.7094960782379403,-0.36421670857395816,0.2051925834653537,-0.5721571412086611,1.2326034176499698,-0.3797773030822357
connecticut,2005Q4,0.0023588224486953,261460.2,0.0148812388792454,111.0843204015411,4.296666666666667,-0.0946281257421937,0.5309647817460323,1.8333333333333144,2005Q4,0.9380118217574386,0.3793515626679545,0.11204837997278598,-0.21606876735788125,-0.024546952981978683,0.054563303202920355,0.7777062142983566
connecticut,2006Q1,0.0024923875483116,270061.6,0.0328975499903998,98.48109082776834,4.633333333333333,0.3231746289401334,-0.7393266769073215,1.03333333333336,2006Q1,1.0331898731366347,0.06231464250057923,0.42440405492876676,0.40665816443151287,-0.4367622411734491,-0.8021931436675944,2.2423854089129915
connecticut,2006Q2,0.0014201275868666,267848.9,-0.0081933158953363,84.79486645464313,5.08,-0.0638839477396797,2.486310803891447,1.799999999999983,2006Q2,0.2691009457488071,-0.28196524215730195,0.8388165345733366,-0.17024516417831523,0.60997162032811,0.0188651179166489,-1.098195022908912
connecticut,2006Q3,0.001690846520405,268090.5,0.0009020010909135,82.45085486552233,5.193333333333334,-0.0346050519280541,-0.9207936507936498,1.9000000000000057,2006Q3,0.4620143687886572,-0.34092935216589515,0.9439659697070341,-0.12660553578759748,-0.4956490898790892,0.12595967377549372,-0.3587694281800713
connecticut,2006Q4,0.0018803406733232,271913.2,0.0142589909004609,62.561498200076926,5.15,0.0456361831555907,-2.5730158730158728,-0.8333333333333144,2006Q4,0.5970472798883217,-0.8412503488130804,0.9037617739206201,-0.007007525562359369,-1.0318026275968775,-2.801291519698918,0.7271190734128732
connecticut,2007Q1,0.0010657699712655,280503.1,0.0315905958224902,54.98350406975057,5.15,0.043360433604336,1.5286859224564149,1.9836666666666645,2007Q1,0.016586872527729432,-1.03187640271951,0.9037617739206201,-0.010399486289500723,0.29921804185522966,0.21556211884403173,2.1361334372279055
connecticut,2007Q2,0.0004001764992259,278775.6,-0.0061585772135851,81.38550502088096,5.109999999999999,-0.0990123648806283,1.1682982045277122,2.313999999999993,2007Q2,-0.4577128499404253,-0.367728454068217,0.8666502085793145,-0.22260339106801982,0.182270607473412,0.5693311350309967,-0.932776064763066
connecticut,2007Q3,0.0005561259650241,278548.0,-0.000816427262644,76.61297954438653,4.65,-1.4854649657339156,7.857301587301585,1.3079999999999927,2007Q3,-0.3465837727268457,-0.4877823473684556,0.43986720715431116,-2.289084199355792,2.352882271718481,-0.5080400969087373,-0.49847318003930957
connecticut,2007Q4,0.0008105544825707,276114.8,-0.0087352987635883,95.68463864360504,3.893333333333333,1.8467063738999023,0.4406374007936549,2.5506666666667,2007Q4,-0.1652788466275153,-0.008030706893628945,-0.2621599038853703,2.677452787946881,-0.0538585941153745,0.822788250563582,-1.142256819248274
connecticut,2008Q1,9.363305283497753e-05,289701.3,0.0492059824391883,213.352274597751,2.223333333333333,0.2506479798642209,4.090320184426226,2.2799999999999727,2008Q1,-0.6761547031967564,2.9519236990714717,-1.8115677568848423,0.298558595565938,1.1304798742054574,0.5329189860389761,3.5682185141000926
connecticut,2008Q2,-0.0007194370192119,285823.5,-0.0133855112144819,182.30557624071105,1.94,-0.1015006616894304,-5.447195184426228,2.768000000000029,2008Q2,-1.2555457665394762,2.170937399419788,-2.0744413447190837,-0.22631214937504643,-1.964486733355549,1.0555404186300803,-1.520306986418448
florida,2005Q2,0.0049161357856376,877633.4,0.0064049226648075,79.36161920400883,3.1833333333333336,-0.1640467682091113,0.6202945696721329,1.299999999999983,2005Q2,2.760344907836263,-0.4186397321970256,-0.9208901886935286,-0.31953591243517315,0.004440964730289457,-0.5166076613774534,0.08860377098101462
florida,2005Q3,0.0036620965457583,892662.4,0.0171244622185071,105.500610966201,3.783333333333333,0.1880064349783474,-1.1565625000000015,2.933333333333337,2005Q3,1.866720663571529,0.23889216437423427,-0.36421670857395816,0.2051925834653537,-0.5721571412086611,1.2326034176499698,0.9600744323880394
florida,2005Q4,0.0025333507492384,890314.1,-0.0026306697806472,69.64756069007417,4.296666666666667,-0.0946281257421937,0.5309647817460323,1.8333333333333144,2005Q4,1.062380115600179,-0.6629989399347297,0.11204837997278598,-0.21606876735788125,-0.024546952981978683,0.054563303202920355,-0.6459663740516708
florida,2006Q1,0.002874697371711,902478.3,0.0136628185490941,84.15633862827553,4.633333333333333,0.3231746289401334,-0.7393266769073215,1.03333333333336,2006Q1,1.3056225978440013,-0.29802754542074644,0.42440405492876676,0.40665816443151287,-0.4367622411734491,-0.8021931436675944,0.6786518131583135
florida,2006Q2,0.0027583673636476,905832.1,0.0037162112374335,102.76254094655016,5.08,-0.0638839477396797,2.486310803891447,1.799999999999983,2006Q2,1.2227262161079946,0.17001543074405653,0.8388165345733366,-0.17024516417831523,0.60997162032811,0.0188651179166489,-0.1299814690107131
florida,2006Q3,0.0026452406384764,907829.5,0.0022050444006125,81.48399057356346,5.193333333333334,-0.0346050519280541,-0.9207936507936498,1.9000000000000057,2006Q3,1.1421124832418776,-0.3652510290462672,0.9439659697070341,-0.12660553578759748,-0.4956490898790892,0.12595967377549372,-0.2528353990870519
florida,2006Q4,0.0021057393842454,921055.6,0.0145689251120391,63.16022865967904,5.15,0.0456361831555907,-2.5730158730158728,-0.8333333333333144,2006Q4,0.7576656611165541,-0.8261891567740441,0.9037617739206201,-0.007007525562359369,-1.0318026275968775,-2.801291519698918,0.7523159180164738
florida,2007Q1,0.000620129384671,915009.6,-0.0065642074159257,72.69310819175978,5.15,0.043360433604336,1.5286859224564149,1.9836666666666645,2007Q1,-0.3009751460639156,-0.58638754485492,0.9037617739206201,-0.010399486289500723,0.29921804185522966,0.21556211884403173,-0.965752744306958
florida,2007Q2,-0.0004968270987895,921777.1,0.0073960972649904,97.3889888363401,5.109999999999999,-0.0990123648806283,1.1682982045277122,2.313999999999993,2007Q2,-1.0969146682634394,0.034842584656645186,0.8666502085793145,-0.22260339106801982,0.182270607473412,0.5693311350309967,0.16918368582382348
florida,2007Q3,-0.0005739139858527,928467.5,0.0072581538421816,117.59329147671748,4.65,-1.4854649657339156,7.857301587301585,1.3079999999999927,2007Q3,-1.151846530843117,0.5430861142805627,0.43986720715431116,-2.289084199355792,2.352882271718481,-0.5080400969087373,0.15796924463353515
florida,2007Q4,-0.0004704750913485,923899.0,-0.0049204737914897,163.294703161969,3.893333333333333,1.8467063738999023,0.4406374007936549,2.5506666666667,2007Q4,-1.078136314296949,1.6927148442169773,-0.2621599038853703,2.677452787946881,-0.0538585941153745,0.822788250563582,-0.8321214794855297
florida,2008Q1,-0.0017051421246078,909549.6,-0.0155313513706585,208.22470572264035,2.223333333333333,0.2506479798642209,4.090320184426226,2.2799999999999727,2008Q1,-1.9579559877396373,2.8229386135744896,-1.8115677568848423,0.298558595565938,1.1304798742054574,0.5329189860389761,-1.6947582052239774
florida,2008Q2,-0.0028200346061462,905576.0,-0.0043687557006236,169.83096717501465,1.94,-0.1015006616894304,-5.447195184426228,2.768000000000029,2008Q2,-2.7524247089473395,1.8571359554858815,-2.0744413447190837,-0.22631214937504643,-1.964486733355549,1.0555404186300803,-0.7872682348896495
georgia,2005Q2,0.0034510178549346,479548.8,0.0053661592337939,123.25161805610854,3.1833333333333336,-0.1640467682091113,0.6202945696721329,1.299999999999983,2005Q2,1.7163066816407293,0.6854225227011815,-0.9208901886935286,-0.31953591243517315,0.004440964730289457,-0.5166076613774534,0.004155008071377707
georgia,2005Q3,0.002308146950807,480522.6,0.0020306588192902,174.000031834316,3.783333333333333,0.1880064349783474,-1.1565625000000015,2.933333333333337,2005Q3,0.9019006283728281,1.9620096635959117,-0.36421670857395816,0.2051925834653537,-0.5721571412086611,1.2326034176499698,-0.26701249290096885
georgia,2005Q4,0.0021866685376057,486292.7,0.0120079679915159,106.9015084686929,4.296666666666667,-0.0946281257421937,0.5309647817460323,1.8333333333333144,2005Q4,0.8153355100421297,0.27413203896831806,0.11204837997278598,-0.21606876735788125,-0.024546952981978683,0.054563303202920355,0.5441167706111986
georgia,2006Q1,0.0027129603350681,483793.8,-0.0051386747117528,119.61984150300668,4.633333333333333,0.3231746289401334,-0.7393266769073215,1.03333333333336,2006Q1,1.1903693166519866,0.5940644111638363,0.42440405492876676,0.40665816443151287,-0.4367622411734491,-0.8021931436675944,-0.8498606462984996
georgia,2006Q2,0.0025695638390868,485066.7,0.0026310796045754,132.2438634375945,5.08,-0.0638839477396797,2.486310803891447,1.799999999999983,2006Q2,1.0881854445078951,0.911624367589278,0.8388165345733366,-0.17024516417831523,0.60997162032811,0.0188651179166489,-0.21819984602805062
georgia,2006Q3,0.0031621801231984,488063.4,0.0061779132642996,93.59010625598216,5.193333333333334,-0.0346050519280541,-0.9207936507936498,1.9000000000000057,2006Q3,1.510481862504492,-0.06071911453357603,0.9439659697070341,-0.12660553578759748,-0.4956490898790892,0.12595967377549372,0.0701484976537237
georgia,2006Q4,0.0029784216364993,493175.8,0.01047486863387,84.03385106233829,5.15,0.0456361831555907,-2.5730158730158728,-0.8333333333333144,2006Q4,1.3795361683175067,-0.3011087461904567,0.9037617739206201,-0.007007525562359369,-1.0318026275968775,-2.801291519698918,0.4194797836849037
georgia,2007Q1,0.0011501557728079,492348.7,-0.001677089589554,57.80095608985656,5.15,0.043360433604336,1.5286859224564149,1.9836666666666645,2007Q1,0.07671991759676507,-0.9610027979862777,0.9037617739206201,-0.010399486289500723,0.29921804185522966,0.21556211884403173,-0.5684427868048826
georgia,2007Q2,0.0005268263707787,492181.4,-0.0003397998207367,61.7948369292097,5.109999999999999,-0.0990123648806283,1.1682982045277122,2.313999999999993,2007Q2,-0.367462567370727,-0.8605358761221406,0.8666502085793145,-0.22260339106801982,0.182270607473412,0.5693311350309967,-0.4597246097333827
georgia,2007Q3,0.0010929646348096,491679.7,-0.0010193396174662,77.13550217264826,4.65,-1.4854649657339156,7.857301587301585,1.3079999999999927,2007Q3,0.035965700466135175,-0.47463817953336396,0.43986720715431116,-2.289084199355792,2.352882271718481,-0.5080400969087373,-0.5149694262799916
georgia,2007Q4,0.0009891498847537,492745.0,0.0021666544297029,80.22815336479503,3.893333333333333,1.8467063738999023,0.4406374007936549,2.5506666666667,2007Q4,-0.038012349511922165,-0.3968418811027969,-0.2621599038853703,2.677452787946881,-0.0538585941153745,0.822788250563582,-0.255956403788083
georgia,2008Q1,0.000765228635321,484755.7,-0.0162138631543699,151.75904010132933,2.223333333333333,0.2506479798642209,4.090320184426226,2.2799999999999727,2008Q1,-0.19757789653449462,1.4025327867192359,-1.8115677568848423,0.298558595565938,1.1304798742054574,0.5329189860389761,-1.7502446365757591
georgia,2008Q2,0.0006557083107504,488654.1,0.0080419889853795,99.61190689737032,1.94,-0.1015006616894304,-5.447195184426228,2.768000000000029,2008Q2,-0.27562172017549225,0.09076056121402112,-2.0744413447190837,-0.22631214937504643,-1.964486733355549,1.0555404186300803,0.22169300135412967
idaho,2005Q2,0.004006265731871,59144.2,0.0140071870413802,147.84887045877733,3.1833333333333336,-0.1640467682091113,0.6202945696721329,1.299999999999983,2005Q2,2.111974495396418,1.3041716378128956,-0.9208901886935286,-0.31953591243517315,0.004440964730289457,-0.5166076613774534,0.7066480751467058
idaho,2005Q3,0.0026262417946311,60007.1,0.0145897653531539,101.56076604672228,3.783333333333333,0.1880064349783474,-1.1565625000000015,2.933333333333337,2005Q3,1.1285739695070174,0.13978452756597265,-0.36421670857395816,0.2051925834653537,-0.5721571412086611,1.2326034176499698,0.7540101753693401
