"State","Lag_Order","Equation","Variable","Coefficient","Std_Error","P_Value","CI_Lower","CI_Upper","Significant"
"alaska",2,"employment_growth","gdp_growth_lag2",-0.0580611489879454,0.150217789468941,0.699116675456263,-0.352488016347069,0.236365718371178,FALSE
"alaska",2,"employment_growth","employment_growth_lag2",-0.0250891063166548,0.18392149419126,0.891495555701469,-0.385575234931525,0.335397022298216,FALSE
"alaska",2,"employment_growth","EPU_value_Quarterly_lag2",-0.0719458149746736,0.142107420059799,0.612661729383528,-0.350476358291879,0.206584728342532,FALSE
"alaska",2,"employment_growth","composite_rates_lag2",-0.0079110881827378,0.152562113204005,0.958644336289076,-0.306932830062588,0.291110653697113,FALSE
"alaska",2,"employment_growth","growth_STLFSI4_lag2",-0.0116747485486626,0.140754636637659,0.93389609039408,-0.287553836358473,0.264204339261148,FALSE
"alaska",2,"EPU_value_Quarterly","gdp_growth_lag1",-0.0130658524556176,0.194174296407415,0.946351395059414,-0.393647473414151,0.367515768502916,FALSE
"alaska",2,"EPU_value_Quarterly","employment_growth_lag1",0.149622453174214,0.18736565223283,0.424546400629053,-0.217614225202132,0.516859131550561,FALSE
"alaska",2,"EPU_value_Quarterly","EPU_value_Quarterly_lag1",0.36072180948701,0.227817506579794,0.113334752791516,-0.0858005034093861,0.807244122383407,FALSE
"alaska",2,"EPU_value_Quarterly","composite_rates_lag1",0.014500148471996,0.203025029934752,0.943063097288866,-0.383428910200117,0.412429207144109,FALSE
"alaska",2,"EPU_value_Quarterly","growth_STLFSI4_lag1",-0.0360077581008121,0.182408607684835,0.843513247222272,-0.393528629163088,0.321513112961464,FALSE
"alaska",2,"EPU_value_Quarterly","gdp_growth_lag2",0.0225516889950713,0.150541453343796,0.880919373351203,-0.272509559558769,0.317612937548912,FALSE
"alaska",2,"EPU_value_Quarterly","employment_growth_lag2",-0.0358441847964896,0.142493265119275,0.801388888704297,-0.315130984430269,0.24344261483729,FALSE
"alaska",2,"EPU_value_Quarterly","EPU_value_Quarterly_lag2",0.215265646680182,0.183282978513372,0.240195274063641,-0.143968991206027,0.574500284566391,FALSE
"alaska",2,"EPU_value_Quarterly","composite_rates_lag2",-0.0318498183118572,0.152558043580056,0.834626381716319,-0.330863583728768,0.267163947105054,FALSE
"alaska",2,"EPU_value_Quarterly","growth_STLFSI4_lag2",-0.100860129052331,0.14119684906981,0.47502759475238,-0.377605953229159,0.175885695124497,FALSE
"alaska",2,"composite_rates","gdp_growth_lag1",0.100752838784033,0.195868380131066,0.60697898271923,-0.283149186272857,0.484654863840923,FALSE
"alaska",2,"composite_rates","employment_growth_lag1",-0.0229164772493572,0.186866876924557,0.90239589269568,-0.389175556021489,0.343342601522774,FALSE
"alaska",2,"composite_rates","EPU_value_Quarterly_lag1",-0.021711184124721,0.185017014221851,0.906585113543524,-0.384344531999549,0.340922163750107,FALSE
"alaska",2,"composite_rates","composite_rates_lag1",0.919579457600168,0.265533168208914,0.000533903632087923,0.399134447910697,1.44002446728964,TRUE
"alaska",2,"composite_rates","growth_STLFSI4_lag1",-0.0511056372704515,0.181771155148398,0.778592496111227,-0.407377101361311,0.305165826820408,FALSE
"alaska",2,"composite_rates","gdp_growth_lag2",0.00893651807213244,0.150908749477031,0.952778453105355,-0.286844630902848,0.304717667047113,FALSE
"alaska",2,"composite_rates","employment_growth_lag2",0.0384867191621098,0.142200971609756,0.786660094358865,-0.240227185193013,0.317200623517232,FALSE
"alaska",2,"composite_rates","EPU_value_Quarterly_lag2",0.0213226557504305,0.141843670351633,0.88050817655066,-0.25669093813877,0.299336249639631,FALSE
"alaska",2,"composite_rates","composite_rates_lag2",0.127822432164936,0.208998395817799,0.540805562490011,-0.281814423637951,0.537459287967822,FALSE
"alaska",2,"composite_rates","growth_STLFSI4_lag2",0.0473302474672904,0.141386142593464,0.737807084366474,-0.229786592015898,0.324447086950479,FALSE
"alaska",2,"growth_STLFSI4","gdp_growth_lag1",-0.0374590739506734,0.193656967864335,0.846622195543777,-0.417026730964771,0.342108583063424,FALSE
"alaska",2,"growth_STLFSI4","employment_growth_lag1",0.161252658707622,0.18655699327749,0.38738940565053,-0.204399048116258,0.526904365531501,FALSE
"alaska",2,"growth_STLFSI4","EPU_value_Quarterly_lag1",-0.120007955508644,0.185946839491673,0.518675441113349,-0.484463760912322,0.244447849895035,FALSE
"alaska",2,"growth_STLFSI4","composite_rates_lag1",0.0317044257848134,0.20402135567495,0.876507888608469,-0.368177431338088,0.431586282907715,FALSE
"alaska",2,"growth_STLFSI4","growth_STLFSI4_lag1",0.222395921260067,0.223693840964307,0.320126586145304,-0.216044007029974,0.660835849550108,FALSE
"alaska",2,"growth_STLFSI4","gdp_growth_lag2",0.0409112133045973,0.150425685848196,0.785645395819218,-0.253923130957866,0.335745557567061,FALSE
"alaska",2,"growth_STLFSI4","employment_growth_lag2",-0.0513776900843583,0.14235459882594,0.718164145007921,-0.3303927037832,0.227637323614483,FALSE
"alaska",2,"growth_STLFSI4","EPU_value_Quarterly_lag2",-0.0583501893963089,0.142060977786919,0.68126286589596,-0.336789705858671,0.220089327066053,FALSE
"alaska",2,"growth_STLFSI4","composite_rates_lag2",0.0206512330988719,0.152482620391433,0.892269252347495,-0.278214702868338,0.319517169066081,FALSE
"alaska",2,"growth_STLFSI4","growth_STLFSI4_lag2",0.139613388107666,0.182584850445449,0.444480371351881,-0.218252918765413,0.497479694980746,FALSE
"california",2,"gdp_growth","gdp_growth_lag1",0.333295072573751,0.238949603016262,0.163065850422785,-0.135046149338122,0.801636294485625,FALSE
"california",2,"gdp_growth","employment_growth_lag1",-0.11397605041296,0.207057053630526,0.582005810475619,-0.519807875528791,0.291855774702872,FALSE
"california",2,"gdp_growth","EPU_value_Quarterly_lag1",0.112340384739178,0.199216166499994,0.572814030229995,-0.27812330160081,0.502804071079165,FALSE
"california",2,"gdp_growth","composite_rates_lag1",-0.042634194249966,0.202054053710998,0.832884224610936,-0.438660139523521,0.353391751023589,FALSE
"california",2,"gdp_growth","growth_STLFSI4_lag1",-0.254074350872686,0.177705117016516,0.152788041264828,-0.602376380225058,0.0942276784796864,FALSE
"california",2,"gdp_growth","gdp_growth_lag2",0.199369478485398,0.202426694662064,0.324674584153541,-0.197386843052246,0.596125800023043,FALSE
"california",2,"gdp_growth","employment_growth_lag2",0.0236515509020982,0.148498340312311,0.873454987115542,-0.26740519611003,0.314708297914227,FALSE
"california",2,"gdp_growth","EPU_value_Quarterly_lag2",0.0104615869682201,0.153991182787503,0.945836364100431,-0.291361131295286,0.312284305231726,FALSE
"california",2,"gdp_growth","composite_rates_lag2",-0.0146939427749736,0.152094009355567,0.923035381001778,-0.312798201111884,0.283410315561937,FALSE
"california",2,"gdp_growth","growth_STLFSI4_lag2",0.170481220241348,0.144959021947199,0.239568935557678,-0.113638462775161,0.454600903257857,FALSE
"california",2,"employment_growth","gdp_growth_lag1",0.0214245909779163,0.190688348174712,0.910542758983003,-0.352324571444518,0.395173753400351,FALSE
"california",2,"employment_growth","employment_growth_lag1",0.838069779986282,0.27451041620231,0.00226594875921741,0.300029364229755,1.37611019574281,TRUE
"california",2,"employment_growth","EPU_value_Quarterly_lag1",-0.021503208765119,0.198259488727395,0.913630870202538,-0.410091806670813,0.367085389140575,FALSE
"california",2,"employment_growth","composite_rates_lag1",0.0824646919197193,0.202244724553387,0.683459383530074,-0.31393496820492,0.478864352044358,FALSE
"california",2,"employment_growth","growth_STLFSI4_lag1",-0.0644436540152849,0.177661090147554,0.716803867280187,-0.41265939070449,0.28377208267392,FALSE
"california",2,"employment_growth","gdp_growth_lag2",0.000897973597794805,0.149995906033274,0.995223369697967,-0.293094002227421,0.294889949423011,FALSE
"california",2,"employment_growth","employment_growth_lag2",0.138080962919188,0.199139120893287,0.488065189374579,-0.252231714031655,0.528393639870031,FALSE
"california",2,"employment_growth","EPU_value_Quarterly_lag2",-0.0144806692918874,0.153961729171583,0.925066504456215,-0.316245658468189,0.287284319884415,FALSE
"california",2,"employment_growth","composite_rates_lag2",0.00736013389605015,0.152126691827968,0.961412117217028,-0.290808182086767,0.305528449878867,FALSE
"california",2,"employment_growth","growth_STLFSI4_lag2",-0.000128064559342211,0.143648591666377,0.999288675788851,-0.281679304225442,0.281423175106757,FALSE
"california",2,"EPU_value_Quarterly","gdp_growth_lag1",0.146837233453301,0.19232915484534,0.44518409688167,-0.230127910043564,0.523802376950167,FALSE
"california",2,"EPU_value_Quarterly","employment_growth_lag1",-0.0436347655776018,0.207693312213905,0.833595635383534,-0.450713657516856,0.363444126361652,FALSE
"california",2,"EPU_value_Quarterly","EPU_value_Quarterly_lag1",0.8186015782625,0.252640521969248,0.00119452920475336,0.323426155202775,1.31377700132223,TRUE
"california",2,"EPU_value_Quarterly","composite_rates_lag1",-0.00485199649498936,0.204086678209027,0.981032723596845,-0.404861885784682,0.395157892794703,FALSE
"california",2,"EPU_value_Quarterly","growth_STLFSI4_lag1",0.113577193468081,0.177950934551844,0.523310919377951,-0.235206638253532,0.462361025189695,FALSE
"california",2,"EPU_value_Quarterly","gdp_growth_lag2",0.0155620353029314,0.15020849550085,0.917484488485202,-0.278846615878734,0.309970686484597,FALSE
"california",2,"EPU_value_Quarterly","employment_growth_lag2",-0.0587253402913796,0.148589396077787,0.692681332508901,-0.349960556603841,0.232509876021082,FALSE
"california",2,"EPU_value_Quarterly","EPU_value_Quarterly_lag2",0.170752038406799,0.212482077792512,0.421624106064082,-0.245712834066524,0.587216910880122,FALSE
"california",2,"EPU_value_Quarterly","composite_rates_lag2",0.034156362984561,0.152081399006816,0.822296190613972,-0.263923179068799,0.332235905037921,FALSE
"california",2,"EPU_value_Quarterly","growth_STLFSI4_lag2",-0.0866044309691433,0.143980452842642,0.547506139661835,-0.368806118540721,0.195597256602435,FALSE
"california",2,"composite_rates","gdp_growth_lag1",-0.0142785207386022,0.190628456041172,0.940292400921231,-0.3879102945793,0.359353253102095,FALSE
"california",2,"composite_rates","employment_growth_lag1",0.0640350236547394,0.207384701005013,0.757493375018331,-0.342438990315087,0.470509037624565,FALSE
"california",2,"composite_rates","EPU_value_Quarterly_lag1",-0.0673210095071906,0.199429887926833,0.735689285230577,-0.458203589843783,0.323561570829402,FALSE
"california",2,"composite_rates","composite_rates_lag1",0.921707522784671,0.263410320724674,0.000466775170070896,0.405423294164309,1.43799175140503,TRUE
"california",2,"composite_rates","growth_STLFSI4_lag1",-0.0550746382752415,0.178159231104657,0.757221464531532,-0.40426673124037,0.294117454689886,FALSE
"california",2,"composite_rates","gdp_growth_lag2",0.00149788456288681,0.150163692414597,0.992041224292552,-0.292822952569724,0.295818721695497,FALSE
"california",2,"composite_rates","employment_growth_lag2",0.0551634533548906,0.148589927195837,0.710454127529996,-0.23607280394895,0.346399710658731,FALSE
"california",2,"composite_rates","EPU_value_Quarterly_lag2",-0.00229718938304329,0.154169773790742,0.988111650710911,-0.304469946012897,0.29987556724681,FALSE
"california",2,"composite_rates","composite_rates_lag2",0.132742748063386,0.208266474513475,0.523884036062451,-0.275459541983025,0.540945038109797,FALSE
"california",2,"composite_rates","growth_STLFSI4_lag2",0.0558003216650535,0.143900210770164,0.69818554402851,-0.226244091444468,0.337844734774575,FALSE
"california",2,"growth_STLFSI4","gdp_growth_lag1",0.0651645724186314,0.192705784262855,0.735245806649088,-0.312538764736565,0.442867909573827,FALSE
"california",2,"growth_STLFSI4","employment_growth_lag1",0.0285431058566675,0.20699057787228,0.890322867068413,-0.377158426773,0.434244638486335,FALSE
"california",2,"growth_STLFSI4","EPU_value_Quarterly_lag1",-0.0183964363180887,0.198059838992872,0.925996333725438,-0.406593720744117,0.36980084810794,FALSE
"california",2,"growth_STLFSI4","composite_rates_lag1",0.00551423981215906,0.202542216398545,0.978280165831884,-0.39146850432899,0.402496983953308,FALSE
"california",2,"growth_STLFSI4","growth_STLFSI4_lag1",0.202710433395781,0.21668266894259,0.349521657890797,-0.221987597731696,0.627408464523258,FALSE
"california",2,"growth_STLFSI4","gdp_growth_lag2",0.0871373398421207,0.14997787881609,0.561239589618423,-0.206819302637415,0.381093982321657,FALSE
"california",2,"growth_STLFSI4","employment_growth_lag2",-0.0323555977961894,0.148462386035803,0.82747740685768,-0.323341874426362,0.258630678833984,FALSE
"california",2,"growth_STLFSI4","EPU_value_Quarterly_lag2",-0.00664780948291222,0.153993869272257,0.965566567262851,-0.308475793256536,0.295180174290711,FALSE
"california",2,"growth_STLFSI4","composite_rates_lag2",0.0165264133550332,0.152091841426067,0.913471575481023,-0.281573595840058,0.314626422550125,FALSE
"california",2,"growth_STLFSI4","growth_STLFSI4_lag2",0.135298933297585,0.188635156484546,0.473218651448412,-0.234425973412125,0.505023840007295,FALSE
"colorado",2,"gdp_growth","gdp_growth_lag1",0.258648729839293,0.233065389961014,0.267098608496806,-0.198159434484294,0.71545689416288,FALSE
"colorado",2,"gdp_growth","employment_growth_lag1",0.0185813641196309,0.199026914396595,0.925616723287817,-0.371511388097695,0.408674116336957,FALSE
"colorado",2,"gdp_growth","EPU_value_Quarterly_lag1",0.0521512155183706,0.190170729222874,0.783905060633598,-0.320583413758462,0.424885844795203,FALSE
"colorado",2,"gdp_growth","composite_rates_lag1",0.0553516796331647,0.203546514763885,0.785671023678037,-0.343599489304049,0.454302848570378,FALSE
"colorado",2,"gdp_growth","growth_STLFSI4_lag1",-0.214193674256684,0.180027357831213,0.234131290320375,-0.567047295605862,0.138659947092494,FALSE
"colorado",2,"gdp_growth","gdp_growth_lag2",0.330519197720901,0.192070431976297,0.0852829656524474,-0.0459388489526411,0.706977244394442,FALSE
"colorado",2,"gdp_growth","employment_growth_lag2",-0.00133890059851421,0.152072711421732,0.992975239906489,-0.29940141498511,0.296723613788081,FALSE
"colorado",2,"gdp_growth","EPU_value_Quarterly_lag2",-0.0383718087728481,0.151212707560914,0.79968060905611,-0.33474871559224,0.258005098046544,FALSE
"colorado",2,"gdp_growth","composite_rates_lag2",0.0110052160875296,0.152506872826784,0.942472906953052,-0.287908254652966,0.309918686828025,FALSE
"colorado",2,"gdp_growth","growth_STLFSI4_lag2",0.09250114482754,0.143429180049635,0.518975424370186,-0.188620048069744,0.373622337724824,FALSE
"colorado",2,"employment_growth","gdp_growth_lag1",-0.0452984479854171,0.186271186048703,0.807861713753861,-0.410389972640875,0.31979307667004,FALSE
"colorado",2,"employment_growth","employment_growth_lag1",0.920857121259404,0.256635726782122,0.000332984723189618,0.417851096766444,1.42386314575236,TRUE
"colorado",2,"employment_growth","EPU_value_Quarterly_lag1",-0.0534242717251381,0.189621727030764,0.778141884551127,-0.425082856705436,0.31823431325516,FALSE
"colorado",2,"employment_growth","composite_rates_lag1",0.0215435178691073,0.204090067049865,0.915932355408543,-0.378473013548628,0.421560049286843,FALSE
"colorado",2,"employment_growth","growth_STLFSI4_lag1",-0.0571094222077886,0.180028681599092,0.75107362462517,-0.40996563814201,0.295746793726433,FALSE
"colorado",2,"employment_growth","gdp_growth_lag2",-0.0275316226200941,0.145129957765829,0.849541684944288,-0.311986339841119,0.256923094600931,FALSE
"colorado",2,"employment_growth","employment_growth_lag2",0.178059302021402,0.208321761201794,0.39269946064392,-0.230251349934114,0.586369953976919,FALSE
"colorado",2,"employment_growth","EPU_value_Quarterly_lag2",-0.0619953699426816,0.151302760807462,0.681993887711737,-0.358548781125307,0.234558041239944,FALSE
"colorado",2,"employment_growth","composite_rates_lag2",-0.0374214128343689,0.152364276862641,0.805988096506909,-0.336055395485145,0.261212569816408,FALSE
"colorado",2,"employment_growth","growth_STLFSI4_lag2",0.00063953229999106,0.142821362692407,0.99642720645269,-0.279290338577126,0.280569403177109,FALSE
"colorado",2,"EPU_value_Quarterly","gdp_growth_lag1",0.134087320942328,0.187143735877866,0.473686512693168,-0.232714401378289,0.500889043262945,FALSE
"colorado",2,"EPU_value_Quarterly","employment_growth_lag1",-0.0150398441630197,0.199081770070042,0.939780248371007,-0.405240113500302,0.375160425174263,FALSE
"colorado",2,"EPU_value_Quarterly","EPU_value_Quarterly_lag1",0.563716609848363,0.236621959351208,0.0172024824318115,0.0999375695199955,1.02749565017673,TRUE
"colorado",2,"EPU_value_Quarterly","composite_rates_lag1",0.0225181441626789,0.205802315937416,0.912872243323309,-0.380854395074657,0.425890683400015,FALSE
"colorado",2,"EPU_value_Quarterly","growth_STLFSI4_lag1",0.142304207271405,0.181300234948484,0.432506856429378,-0.213044253227624,0.497652667770433,FALSE
"colorado",2,"EPU_value_Quarterly","gdp_growth_lag2",0.0663300171361974,0.144938545176291,0.647209408754832,-0.217749531409333,0.350409565681728,FALSE
"colorado",2,"EPU_value_Quarterly","employment_growth_lag2",-0.037528743762987,0.15213071614948,0.805150092792327,-0.335704947415967,0.260647459889993,FALSE
"colorado",2,"EPU_value_Quarterly","EPU_value_Quarterly_lag2",0.186738961953053,0.205396235835902,0.363263310538761,-0.215837660285316,0.589315584191422,FALSE
"colorado",2,"EPU_value_Quarterly","composite_rates_lag2",-0.00268778734467697,0.152443901459386,0.985932970098363,-0.301477834205073,0.296102259515719,FALSE
"colorado",2,"EPU_value_Quarterly","growth_STLFSI4_lag2",-0.139279406479824,0.143101508265423,0.330408706718833,-0.419758362680053,0.141199549720404,FALSE
"colorado",2,"composite_rates","gdp_growth_lag1",-0.0583245386287282,0.18676557053674,0.75482209784484,-0.424385056880739,0.307735979623282,FALSE
"colorado",2,"composite_rates","employment_growth_lag1",0.0946857840767068,0.199435445479902,0.634951569988815,-0.296207689063901,0.485579257217314,FALSE
"colorado",2,"composite_rates","EPU_value_Quarterly_lag1",-0.0422299507436247,0.192284929985731,0.826165759316424,-0.419108413515658,0.334648512028409,FALSE
"colorado",2,"composite_rates","composite_rates_lag1",0.924124934848139,0.266582255017218,0.000527152640823418,0.401623715014391,1.44662615468189,TRUE
"colorado",2,"composite_rates","growth_STLFSI4_lag1",-0.053050952933763,0.180515419486427,0.768845023279304,-0.40686117512716,0.300759269259634,FALSE
