year,qtr,state_fips,low,high,FIPS,State,low_diff,YearQuarter,profitability,asset_quality,profitability_diff,assetquality_diff
2013,1,1,1.4,1.5,01,alabama,0.0,2013Q1,-0.0046395776044213365,0.004069889132897662,-0.005999683696811841,-0.005479401034990247
2013,2,1,1.4,1.5,01,alabama,0.0,2013Q2,-0.0046395776044213365,0.004069889132897662,-0.005999683696811841,-0.005479401034990247
2013,3,1,1.4,1.5,01,alabama,0.0,2013Q3,-0.0046395776044213365,0.004069889132897662,-0.005999683696811841,-0.005479401034990247
2013,4,1,1.4,1.5,01,alabama,0.0,2013Q4,-0.0046395776044213365,0.004069889132897662,-0.005999683696811841,-0.005479401034990247
2014,1,1,1.4,1.5,01,alabama,0.0,2014Q1,0.003839586260416681,0.0004676585500611705,0.008479163864838019,-0.0036022305828364914
2014,2,1,1.4,1.5,01,alabama,0.0,2014Q2,0.003839586260416681,0.0004676585500611705,0.008479163864838019,-0.0036022305828364914
2014,3,1,1.4,1.5,01,alabama,0.0,2014Q3,0.003839586260416681,0.0004676585500611705,0.008479163864838019,-0.0036022305828364914
2014,4,1,1.4,1.5,01,alabama,0.0,2014Q4,0.003839586260416681,0.0004676585500611705,0.008479163864838019,-0.0036022305828364914
2015,1,1,1.4,1.5,01,alabama,0.0,2015Q1,-0.0005792504014569209,0.00039599645488888006,-0.004418836661873602,-7.166209517229046e-05
2015,2,1,1.4,1.5,01,alabama,0.0,2015Q2,-0.0005792504014569209,0.00039599645488888006,-0.004418836661873602,-7.166209517229046e-05
2015,3,1,1.4,1.5,01,alabama,0.0,2015Q3,-0.0005792504014569209,0.00039599645488888006,-0.004418836661873602,-7.166209517229046e-05
2015,4,1,1.32,1.4,01,alabama,-0.07999999999999985,2015Q4,-0.0005792504014569209,0.00039599645488888006,-0.004418836661873602,-7.166209517229046e-05
2016,1,1,1.4,1.5,01,alabama,0.07999999999999985,2016Q1,0.009839440991951342,0.0008060840909031039,0.010418691393408263,0.0004100876360142239
2016,2,1,1.32,1.4,01,alabama,-0.07999999999999985,2016Q2,0.009839440991951342,0.0008060840909031039,0.010418691393408263,0.0004100876360142239
2016,3,1,1.32,1.4,01,alabama,0.0,2016Q3,0.009839440991951342,0.0008060840909031039,0.010418691393408263,0.0004100876360142239
2016,4,1,1.32,1.4,01,alabama,0.0,2016Q4,0.009839440991951342,0.0008060840909031039,0.010418691393408263,0.0004100876360142239
2017,1,1,1.32,1.4,01,alabama,0.0,2017Q1,0.009106798947860782,0.00012248131508448606,-0.0007326420440905597,-0.0006836027758186178
2017,2,1,1.32,1.4,01,alabama,0.0,2017Q2,0.009106798947860782,0.00012248131508448606,-0.0007326420440905597,-0.0006836027758186178
2017,3,1,1.32,1.4,01,alabama,0.0,2017Q3,0.009106798947860782,0.00012248131508448606,-0.0007326420440905597,-0.0006836027758186178
2017,4,1,1.32,1.4,01,alabama,0.0,2017Q4,0.009106798947860782,0.00012248131508448606,-0.0007326420440905597,-0.0006836027758186178
2018,1,1,1.32,1.4,01,alabama,0.0,2018Q1,0.010108457850393335,0.0006196623443007942,0.001001658902532553,0.0004971810292163082
2018,2,1,1.32,1.4,01,alabama,0.0,2018Q2,0.010108457850393335,0.0006196623443007942,0.001001658902532553,0.0004971810292163082
2018,3,1,1.32,1.4,01,alabama,0.0,2018Q3,0.010108457850393335,0.0006196623443007942,0.001001658902532553,0.0004971810292163082
2018,4,1,1.32,1.4,01,alabama,0.0,2018Q4,0.010108457850393335,0.0006196623443007942,0.001001658902532553,0.0004971810292163082
2019,1,1,1.32,1.4,01,alabama,0.0,2019Q1,0.012902629169633691,0.00036284215429921137,0.002794171319240356,-0.0002568201900015829
2019,2,1,1.32,1.4,01,alabama,0.0,2019Q2,0.012902629169633691,0.00036284215429921137,0.002794171319240356,-0.0002568201900015829
2019,3,1,1.32,1.4,01,alabama,0.0,2019Q3,0.012902629169633691,0.00036284215429921137,0.002794171319240356,-0.0002568201900015829
2019,4,1,1.32,1.4,01,alabama,0.0,2019Q4,0.012902629169633691,0.00036284215429921137,0.002794171319240356,-0.0002568201900015829
2020,1,1,1.32,1.4,01,alabama,0.0,2020Q1,0.027086235917868153,0.0014678177011125109,0.014183606748234462,0.0011049755468132995
2005,2,2,1.5,1.6,02,alaska,0.0,2005Q2,0.013987292590391736,0.0013045437123010402,0.0017117332853888202,-0.000707453475390623
2005,3,2,1.5,1.6,02,alaska,0.0,2005Q3,0.013987292590391736,0.0013045437123010402,0.0017117332853888202,-0.000707453475390623
2005,4,2,1.6,1.72,02,alaska,0.10000000000000009,2005Q4,0.013987292590391736,0.0013045437123010402,0.0017117332853888202,-0.000707453475390623
2006,1,2,1.5,1.6,02,alaska,-0.10000000000000009,2006Q1,0.01632605523317553,0.0009671273105828147,0.0023387626427837944,-0.0003374164017182255
2006,2,2,1.6,1.72,02,alaska,0.10000000000000009,2006Q2,0.01632605523317553,0.0009671273105828147,0.0023387626427837944,-0.0003374164017182255
2006,3,2,1.72,1.84,02,alaska,0.11999999999999988,2006Q3,0.01632605523317553,0.0009671273105828147,0.0023387626427837944,-0.0003374164017182255
2006,4,2,1.6,1.72,02,alaska,-0.11999999999999988,2006Q4,0.01632605523317553,0.0009671273105828147,0.0023387626427837944,-0.0003374164017182255
2007,1,2,1.6,1.72,02,alaska,0.0,2007Q1,0.014173175630439634,0.0016150152771715407,-0.002152879602735896,0.000647887966588726
2007,2,2,1.6,1.72,02,alaska,0.0,2007Q2,0.014173175630439634,0.0016150152771715407,-0.002152879602735896,0.000647887966588726
2007,3,2,1.72,1.84,02,alaska,0.11999999999999988,2007Q3,0.014173175630439634,0.0016150152771715407,-0.002152879602735896,0.000647887966588726
2007,4,2,1.72,1.84,02,alaska,0.0,2007Q4,0.014173175630439634,0.0016150152771715407,-0.002152879602735896,0.000647887966588726
2008,1,2,1.72,1.84,02,alaska,0.0,2008Q1,0.0006759830182957647,0.016534506315613432,-0.01349719261214387,0.014919491038441892
2008,2,2,1.72,1.84,02,alaska,0.0,2008Q2,0.0006759830182957647,0.016534506315613432,-0.01349719261214387,0.014919491038441892
2008,3,2,1.72,1.84,02,alaska,0.0,2008Q3,0.0006759830182957647,0.016534506315613432,-0.01349719261214387,0.014919491038441892
2008,4,2,1.72,1.84,02,alaska,0.0,2008Q4,0.0006759830182957647,0.016534506315613432,-0.01349719261214387,0.014919491038441892
2009,1,2,1.72,1.84,02,alaska,0.0,2009Q1,0.005049529238858363,0.011685645846112723,0.004373546220562598,-0.004848860469500709
2009,2,2,1.72,1.84,02,alaska,0.0,2009Q2,0.005049529238858363,0.011685645846112723,0.004373546220562598,-0.004848860469500709
2009,3,2,1.72,1.84,02,alaska,0.0,2009Q3,0.005049529238858363,0.011685645846112723,0.004373546220562598,-0.004848860469500709
2009,4,2,1.6,1.72,02,alaska,-0.11999999999999988,2009Q4,0.005049529238858363,0.011685645846112723,0.004373546220562598,-0.004848860469500709
2010,1,2,1.72,1.84,02,alaska,0.11999999999999988,2010Q1,0.011294073674155903,0.0033590748278616808,0.00624454443529754,-0.008326571018251043
2010,2,2,1.6,1.72,02,alaska,-0.11999999999999988,2010Q2,0.011294073674155903,0.0033590748278616808,0.00624454443529754,-0.008326571018251043
2010,3,2,1.6,1.72,02,alaska,0.0,2010Q3,0.011294073674155903,0.0033590748278616808,0.00624454443529754,-0.008326571018251043
2010,4,2,1.6,1.72,02,alaska,0.0,2010Q4,0.011294073674155903,0.0033590748278616808,0.00624454443529754,-0.008326571018251043
2011,1,2,1.6,1.72,02,alaska,0.0,2011Q1,0.011033833603514093,0.0012385926782813943,-0.00026024007064181023,-0.0021204821495802864
2011,2,2,1.6,1.72,02,alaska,0.0,2011Q2,0.011033833603514093,0.0012385926782813943,-0.00026024007064181023,-0.0021204821495802864
2011,3,2,1.6,1.72,02,alaska,0.0,2011Q3,0.011033833603514093,0.0012385926782813943,-0.00026024007064181023,-0.0021204821495802864
2011,4,2,1.4,1.5,02,alaska,-0.20000000000000018,2011Q4,0.011033833603514093,0.0012385926782813943,-0.00026024007064181023,-0.0021204821495802864
2012,1,2,1.5,1.6,02,alaska,0.10000000000000009,2012Q1,0.010975425189622877,0.0012697806875899122,-5.8408413891215816e-05,3.118800930851785e-05
2012,2,2,1.5,1.6,02,alaska,0.0,2012Q2,0.010975425189622877,0.0012697806875899122,-5.8408413891215816e-05,3.118800930851785e-05
2012,3,2,1.5,1.6,02,alaska,0.0,2012Q3,0.010975425189622877,0.0012697806875899122,-5.8408413891215816e-05,3.118800930851785e-05
2012,4,2,1.5,1.6,02,alaska,0.0,2012Q4,0.010975425189622877,0.0012697806875899122,-5.8408413891215816e-05,3.118800930851785e-05
2013,1,2,1.5,1.6,02,alaska,0.0,2013Q1,0.010601514391366923,0.0007365643449702906,-0.00037391079825595426,-0.0005332163426196216
2013,2,2,1.5,1.6,02,alaska,0.0,2013Q2,0.010601514391366923,0.0007365643449702906,-0.00037391079825595426,-0.0005332163426196216
2013,3,2,1.5,1.6,02,alaska,0.0,2013Q3,0.010601514391366923,0.0007365643449702906,-0.00037391079825595426,-0.0005332163426196216
2013,4,2,1.5,1.6,02,alaska,0.0,2013Q4,0.010601514391366923,0.0007365643449702906,-0.00037391079825595426,-0.0005332163426196216
2014,1,2,1.5,1.6,02,alaska,0.0,2014Q1,0.012346760317455832,0.0010789928394111567,0.0017452459260889099,0.00034242849444086605
2014,2,2,1.5,1.6,02,alaska,0.0,2014Q2,0.012346760317455832,0.0010789928394111567,0.0017452459260889099,0.00034242849444086605
2014,3,2,1.6,1.72,02,alaska,0.10000000000000009,2014Q3,0.012346760317455832,0.0010789928394111567,0.0017452459260889099,0.00034242849444086605
2014,4,2,1.5,1.6,02,alaska,-0.10000000000000009,2014Q4,0.012346760317455832,0.0010789928394111567,0.0017452459260889099,0.00034242849444086605
2015,1,2,1.5,1.6,02,alaska,0.0,2015Q1,0.011862771698170089,0.0020916294597964685,-0.00048398861928574365,0.0010126366203853118
2015,2,2,1.5,1.6,02,alaska,0.0,2015Q2,0.011862771698170089,0.0020916294597964685,-0.00048398861928574365,0.0010126366203853118
2015,3,2,1.6,1.72,02,alaska,0.10000000000000009,2015Q3,0.011862771698170089,0.0020916294597964685,-0.00048398861928574365,0.0010126366203853118
2015,4,2,1.5,1.6,02,alaska,-0.10000000000000009,2015Q4,0.011862771698170089,0.0020916294597964685,-0.00048398861928574365,0.0010126366203853118
2016,1,2,1.6,1.72,02,alaska,0.10000000000000009,2016Q1,0.008957268169186799,0.008294371822308248,-0.0029055035289832897,0.006202742362511779
2016,2,2,1.6,1.72,02,alaska,0.0,2016Q2,0.008957268169186799,0.008294371822308248,-0.0029055035289832897,0.006202742362511779
2016,3,2,1.6,1.72,02,alaska,0.0,2016Q3,0.008957268169186799,0.008294371822308248,-0.0029055035289832897,0.006202742362511779
2016,4,2,1.72,1.84,02,alaska,0.11999999999999988,2016Q4,0.008957268169186799,0.008294371822308248,-0.0029055035289832897,0.006202742362511779
2017,1,2,1.6,1.72,02,alaska,-0.11999999999999988,2017Q1,0.013550825040937145,0.0015022087560947665,0.004593556871750346,-0.006792163066213481
2017,2,2,1.72,1.84,02,alaska,0.11999999999999988,2017Q2,0.013550825040937145,0.0015022087560947665,0.004593556871750346,-0.006792163066213481
2017,3,2,1.6,1.72,02,alaska,-0.11999999999999988,2017Q3,0.013550825040937145,0.0015022087560947665,0.004593556871750346,-0.006792163066213481
2017,4,2,1.6,1.72,02,alaska,0.0,2017Q4,0.013550825040937145,0.0015022087560947665,0.004593556871750346,-0.006792163066213481
2018,1,2,1.6,1.72,02,alaska,0.0,2018Q1,0.012337117117952953,0.0007509124459372144,-0.0012137079229841922,-0.0007512963101575521
2018,2,2,1.6,1.72,02,alaska,0.0,2018Q2,0.012337117117952953,0.0007509124459372144,-0.0012137079229841922,-0.0007512963101575521
2018,3,2,1.6,1.72,02,alaska,0.0,2018Q3,0.012337117117952953,0.0007509124459372144,-0.0012137079229841922,-0.0007512963101575521
2018,4,2,1.6,1.72,02,alaska,0.0,2018Q4,0.012337117117952953,0.0007509124459372144,-0.0012137079229841922,-0.0007512963101575521
2019,1,2,1.6,1.72,02,alaska,0.0,2019Q1,0.0130341944345787,0.0025974467892041493,0.0006970773166257473,0.0018465343432669348
2019,2,2,1.6,1.72,02,alaska,0.0,2019Q2,0.0130341944345787,0.0025974467892041493,0.0006970773166257473,0.0018465343432669348
2019,3,2,1.5,1.6,02,alaska,-0.10000000000000009,2019Q3,0.0130341944345787,0.0025974467892041493,0.0006970773166257473,0.0018465343432669348
2019,4,2,1.5,1.6,02,alaska,0.0,2019Q4,0.0130341944345787,0.0025974467892041493,0.0006970773166257473,0.0018465343432669348
2020,1,2,1.5,1.6,02,alaska,0.0,2020Q1,0.009756397882854416,0.002529019972882105,-0.003277796551724284,-6.842681632204415e-05
2005,2,4,1.84,2.06,04,arizona,-0.21999999999999997,2005Q2,0.08071016133774578,0.009588470233331736,0.007340483032364786,0.00913790493872797
2005,3,4,1.84,2.06,04,arizona,0.0,2005Q3,0.08071016133774578,0.009588470233331736,0.007340483032364786,0.00913790493872797
2005,4,4,2.06,,04,arizona,0.21999999999999997,2005Q4,0.08071016133774578,0.009588470233331736,0.007340483032364786,0.00913790493872797
2006,1,4,2.06,,04,arizona,0.0,2006Q1,0.0825544147168873,0.008599196669989114,0.0018442533791415278,-0.0009892735633426214
2006,2,4,2.06,,04,arizona,0.0,2006Q2,0.0825544147168873,0.008599196669989114,0.0018442533791415278,-0.0009892735633426214
2006,3,4,2.06,,04,arizona,0.0,2006Q3,0.0825544147168873,0.008599196669989114,0.0018442533791415278,-0.0009892735633426214
2006,4,4,2.06,,04,arizona,0.0,2006Q4,0.0825544147168873,0.008599196669989114,0.0018442533791415278,-0.0009892735633426214
2007,1,4,2.06,,04,arizona,0.0,2007Q1,0.20775133660206901,0.024470790016098216,0.12519692188518172,0.015871593346109103
2007,2,4,2.06,,04,arizona,0.0,2007Q2,0.20775133660206901,0.024470790016098216,0.12519692188518172,0.015871593346109103
2007,3,4,2.06,,04,arizona,0.0,2007Q3,0.20775133660206901,0.024470790016098216,0.12519692188518172,0.015871593346109103
2007,4,4,2.06,,04,arizona,0.0,2007Q4,0.20775133660206901,0.024470790016098216,0.12519692188518172,0.015871593346109103
2008,1,4,2.06,,04,arizona,0.0,2008Q1,0.18518724725471528,0.038136020715863105,-0.02256408934735374,0.013665230699764889
2008,2,4,2.06,,04,arizona,0.0,2008Q2,0.18518724725471528,0.038136020715863105,-0.02256408934735374,0.013665230699764889
2008,3,4,2.06,,04,arizona,0.0,2008Q3,0.18518724725471528,0.038136020715863105,-0.02256408934735374,0.013665230699764889
2008,4,4,2.06,,04,arizona,0.0,2008Q4,0.18518724725471528,0.038136020715863105,-0.02256408934735374,0.013665230699764889
2009,1,4,2.06,,04,arizona,0.0,2009Q1,0.13814417323582487,0.11255565886738124,-0.04704307401889041,0.07441963815151814
2009,2,4,2.06,,04,arizona,0.0,2009Q2,0.13814417323582487,0.11255565886738124,-0.04704307401889041,0.07441963815151814
2009,3,4,2.06,,04,arizona,0.0,2009Q3,0.13814417323582487,0.11255565886738124,-0.04704307401889041,0.07441963815151814
2009,4,4,2.06,,04,arizona,0.0,2009Q4,0.13814417323582487,0.11255565886738124,-0.04704307401889041,0.07441963815151814
2010,1,4,2.06,,04,arizona,0.0,2010Q1,0.5306534379487898,0.0738519865371968,0.392509264712965,-0.038703672330184444
2010,2,4,2.06,,04,arizona,0.0,2010Q2,0.5306534379487898,0.0738519865371968,0.392509264712965,-0.038703672330184444
2010,3,4,2.06,,04,arizona,0.0,2010Q3,0.5306534379487898,0.0738519865371968,0.392509264712965,-0.038703672330184444
2010,4,4,2.06,,04,arizona,0.0,2010Q4,0.5306534379487898,0.0738519865371968,0.392509264712965,-0.038703672330184444
2011,1,4,2.06,,04,arizona,0.0,2011Q1,0.4694940523800078,0.0458601661822884,-0.06115938556878203,-0.027991820354908395
2011,2,4,2.06,,04,arizona,0.0,2011Q2,0.4694940523800078,0.0458601661822884,-0.06115938556878203,-0.027991820354908395
2011,3,4,2.06,,04,arizona,0.0,2011Q3,0.4694940523800078,0.0458601661822884,-0.06115938556878203,-0.027991820354908395
2011,4,4,2.06,,04,arizona,0.0,2011Q4,0.4694940523800078,0.0458601661822884,-0.06115938556878203,-0.027991820354908395
2012,1,4,1.84,2.06,04,arizona,-0.21999999999999997,2012Q1,0.7172585073258949,0.026306257964987593,0.2477644549458871,-0.019553908217300808
2012,2,4,1.84,2.06,04,arizona,0.0,2012Q2,0.7172585073258949,0.026306257964987593,0.2477644549458871,-0.019553908217300808
2012,3,4,1.84,2.06,04,arizona,0.0,2012Q3,0.7172585073258949,0.026306257964987593,0.2477644549458871,-0.019553908217300808
2012,4,4,1.84,2.06,04,arizona,0.0,2012Q4,0.7172585073258949,0.026306257964987593,0.2477644549458871,-0.019553908217300808
2013,1,4,1.84,2.06,04,arizona,0.0,2013Q1,0.8094169220465569,0.017073758637313193,0.092158414720662,-0.0092324993276744
2013,2,4,1.72,1.84,04,arizona,-0.1200000000000001,2013Q2,0.8094169220465569,0.017073758637313193,0.092158414720662,-0.0092324993276744
2013,3,4,1.72,1.84,04,arizona,0.0,2013Q3,0.8094169220465569,0.017073758637313193,0.092158414720662,-0.0092324993276744
2013,4,4,1.84,2.06,04,arizona,0.1200000000000001,2013Q4,0.8094169220465569,0.017073758637313193,0.092158414720662,-0.0092324993276744
2014,1,4,1.72,1.84,04,arizona,-0.1200000000000001,2014Q1,0.8382769294841761,0.009318861267472865,0.028860007437619184,-0.007754897369840329
2014,2,4,1.72,1.84,04,arizona,0.0,2014Q2,0.8382769294841761,0.009318861267472865,0.028860007437619184,-0.007754897369840329
2014,3,4,1.72,1.84,04,arizona,0.0,2014Q3,0.8382769294841761,0.009318861267472865,0.028860007437619184,-0.007754897369840329
2014,4,4,1.72,1.84,04,arizona,0.0,2014Q4,0.8382769294841761,0.009318861267472865,0.028860007437619184,-0.007754897369840329
2015,1,4,1.72,1.84,04,arizona,0.0,2015Q1,1.1929516450064395,-0.0005178176340441557,0.3546747155222634,-0.00983667890151702
2015,2,4,1.72,1.84,04,arizona,0.0,2015Q2,1.1929516450064395,-0.0005178176340441557,0.3546747155222634,-0.00983667890151702
2015,3,4,1.72,1.84,04,arizona,0.0,2015Q3,1.1929516450064395,-0.0005178176340441557,0.3546747155222634,-0.00983667890151702
2015,4,4,1.6,1.72,04,arizona,-0.11999999999999988,2015Q4,1.1929516450064395,-0.0005178176340441557,0.3546747155222634,-0.00983667890151702
2016,1,4,1.84,2.06,04,arizona,0.24,2016Q1,0.7653183164468316,0.012668026258987452,-0.4276333285596079,0.013185843893031608
2016,2,4,1.72,1.84,04,arizona,-0.1200000000000001,2016Q2,0.7653183164468316,0.012668026258987452,-0.4276333285596079,0.013185843893031608
2016,3,4,1.6,1.72,04,arizona,-0.11999999999999988,2016Q3,0.7653183164468316,0.012668026258987452,-0.4276333285596079,0.013185843893031608
2016,4,4,1.72,1.84,04,arizona,0.11999999999999988,2016Q4,0.7653183164468316,0.012668026258987452,-0.4276333285596079,0.013185843893031608
2017,1,4,1.72,1.84,04,arizona,0.0,2017Q1,,,,
2017,2,4,1.72,1.84,04,arizona,0.0,2017Q2,,,,
2017,3,4,1.72,1.84,04,arizona,0.0,2017Q3,,,,
2017,4,4,1.72,1.84,04,arizona,0.0,2017Q4,,,,
2018,1,4,1.72,1.84,04,arizona,0.0,2018Q1,,,,
2018,2,4,1.72,1.84,04,arizona,0.0,2018Q2,,,,
2018,3,4,1.72,1.84,04,arizona,0.0,2018Q3,,,,
2018,4,4,1.72,1.84,04,arizona,0.0,2018Q4,,,,
2019,1,4,1.72,1.84,04,arizona,0.0,2019Q1,,,,
2019,2,4,1.72,1.84,04,arizona,0.0,2019Q2,,,,
2019,3,4,1.72,1.84,04,arizona,0.0,2019Q3,,,,
2019,4,4,1.72,1.84,04,arizona,0.0,2019Q4,,,,
2020,1,4,1.6,1.72,04,arizona,-0.11999999999999988,2020Q1,,,,
2005,2,5,1.32,1.4,05,arkansas,0.0,2005Q2,0.008753167070614935,0.0011892181089578054,-0.0019207166592714094,-0.0034733075673431084
2005,3,5,1.32,1.4,05,arkansas,0.0,2005Q3,0.008753167070614935,0.0011892181089578054,-0.0019207166592714094,-0.0034733075673431084
2005,4,5,1.32,1.4,05,arkansas,0.0,2005Q4,0.008753167070614935,0.0011892181089578054,-0.0019207166592714094,-0.0034733075673431084
2006,1,5,1.32,1.4,05,arkansas,0.0,2006Q1,0.007056055677657118,0.0031258801638201304,-0.0016971113929578167,0.001936662054862325
2006,2,5,1.32,1.4,05,arkansas,0.0,2006Q2,0.007056055677657118,0.0031258801638201304,-0.0016971113929578167,0.001936662054862325
2006,3,5,1.4,1.5,05,arkansas,0.07999999999999985,2006Q3,0.007056055677657118,0.0031258801638201304,-0.0016971113929578167,0.001936662054862325
2006,4,5,1.32,1.4,05,arkansas,-0.07999999999999985,2006Q4,0.007056055677657118,0.0031258801638201304,-0.0016971113929578167,0.001936662054862325
2007,1,5,1.32,1.4,05,arkansas,0.0,2007Q1,0.0006070629261041622,0.00511608983514006,-0.006448992751552956,0.00199020967131993
2007,2,5,1.4,1.5,05,arkansas,0.07999999999999985,2007Q2,0.0006070629261041622,0.00511608983514006,-0.006448992751552956,0.00199020967131993
2007,3,5,1.4,1.5,05,arkansas,0.0,2007Q3,0.0006070629261041622,0.00511608983514006,-0.006448992751552956,0.00199020967131993
2007,4,5,1.4,1.5,05,arkansas,0.0,2007Q4,0.0006070629261041622,0.00511608983514006,-0.006448992751552956,0.00199020967131993
2008,1,5,1.4,1.5,05,arkansas,0.0,2008Q1,-0.006406385936589085,0.00881631377287464,-0.007013448862693247,0.00370022393773458
2008,2,5,1.4,1.5,05,arkansas,0.0,2008Q2,-0.006406385936589085,0.00881631377287464,-0.007013448862693247,0.00370022393773458
2008,3,5,1.4,1.5,05,arkansas,0.0,2008Q3,-0.006406385936589085,0.00881631377287464,-0.007013448862693247,0.00370022393773458
2008,4,5,1.4,1.5,05,arkansas,0.0,2008Q4,-0.006406385936589085,0.00881631377287464,-0.007013448862693247,0.00370022393773458
2009,1,5,1.4,1.5,05,arkansas,0.0,2009Q1,-0.025534223312420397,0.03718337177218274,-0.019127837375831312,0.028367057999308103
2009,2,5,1.4,1.5,05,arkansas,0.0,2009Q2,-0.025534223312420397,0.03718337177218274,-0.019127837375831312,0.028367057999308103
2009,3,5,1.4,1.5,05,arkansas,0.0,2009Q3,-0.025534223312420397,0.03718337177218274,-0.019127837375831312,0.028367057999308103
2009,4,5,1.4,1.5,05,arkansas,0.0,2009Q4,-0.025534223312420397,0.03718337177218274,-0.019127837375831312,0.028367057999308103
2010,1,5,1.4,1.5,05,arkansas,0.0,2010Q1,0.0002302992340297933,0.016300969116541872,0.02576452254645019,-0.02088240265564087
2010,2,5,1.32,1.4,05,arkansas,-0.07999999999999985,2010Q2,0.0002302992340297933,0.016300969116541872,0.02576452254645019,-0.02088240265564087
2010,3,5,1.32,1.4,05,arkansas,0.0,2010Q3,0.0002302992340297933,0.016300969116541872,0.02576452254645019,-0.02088240265564087
