GeoFips,LineCode,Description,Time,GDP,State,YearQuarter,gdp_growth
1000,1,All industry total,2018:Q3,220569.5,alabama,2018 Q3,0.0018076817390080269
1000,1,All industry total,2018:Q4,222432.0,alabama,2018 Q4,0.008444050514690327
1000,1,All industry total,2019:Q1,223030.4,alabama,2019 Q1,0.002690260394187849
1000,1,All industry total,2019:Q2,224229.4,alabama,2019 Q2,0.005375948749587467
1000,1,All industry total,2019:Q3,226283.6,alabama,2019 Q3,0.009161153711333192
1000,1,All industry total,2019:Q4,227547.7,alabama,2019 Q4,0.005586352700770236
1000,1,All industry total,2020:Q1,225887.3,alabama,2020 Q1,-0.007296931588409938
1000,1,All industry total,2020:Q2,208569.4,alabama,2020 Q2,-0.07666610739072088
1000,1,All industry total,2020:Q3,227249.5,alabama,2020 Q3,0.08956299437980841
1000,1,All industry total,2020:Q4,227448.9,alabama,2020 Q4,0.0008774496753567451
1000,1,All industry total,2021:Q1,231794.4,alabama,2021 Q1,0.0191053902656817
1000,1,All industry total,2021:Q2,233098.1,alabama,2021 Q2,0.005624380916881666
1000,1,All industry total,2021:Q3,233262.8,alabama,2021 Q3,0.0007065694658170418
1000,1,All industry total,2021:Q4,236751.1,alabama,2021 Q4,0.014954377637583116
1000,1,All industry total,2022:Q1,236482.7,alabama,2022 Q1,-0.0011336800547072645
1000,1,All industry total,2022:Q2,236710.5,alabama,2022 Q2,0.0009632839949813565
1000,1,All industry total,2022:Q3,239032.4,alabama,2022 Q3,0.00980902832785202
1000,1,All industry total,2022:Q4,242000.2,alabama,2022 Q4,0.012415890063439239
1000,1,All industry total,2023:Q1,242878.0,alabama,2023 Q1,0.0036272697295292033
1000,1,All industry total,2023:Q2,243977.0,alabama,2023 Q2,0.004524905508115129
1000,1,All industry total,2023:Q3,245845.8,alabama,2023 Q3,0.007659738417965523
1000,1,All industry total,2023:Q4,248717.8,alabama,2023 Q4,0.011682119442349537
1000,1,All industry total,2024:Q1,248659.8,alabama,2024 Q1,-0.00023319601572546755
1000,1,All industry total,2024:Q2,250739.6,alabama,2024 Q2,0.008364037934559754
1000,1,All industry total,2024:Q3,254444.5,alabama,2024 Q3,0.014775887015852307
2000,1,All industry total,2005:Q1,44023.9,alaska,2005 Q1,
2000,1,All industry total,2005:Q2,44542.3,alaska,2005 Q2,0.01177542198669368
2000,1,All industry total,2005:Q3,44267.3,alaska,2005 Q3,-0.006173906601140922
2000,1,All industry total,2005:Q4,44793.8,alaska,2005 Q4,0.011893655135958081
2000,1,All industry total,2006:Q1,45815.9,alaska,2006 Q1,0.022817889975844885
2000,1,All industry total,2006:Q2,47205.1,alaska,2006 Q2,0.03032135132126612
2000,1,All industry total,2006:Q3,47812.7,alaska,2006 Q3,0.012871490580466993
2000,1,All industry total,2006:Q4,49351.2,alaska,2006 Q4,0.03217764317848615
2000,1,All industry total,2007:Q1,49737.7,alaska,2007 Q1,0.007831623141889121
2000,1,All industry total,2007:Q2,50520.8,alaska,2007 Q2,0.01574459615141044
2000,1,All industry total,2007:Q3,50563.9,alaska,2007 Q3,0.0008531139649412545
2000,1,All industry total,2007:Q4,49684.7,alaska,2007 Q4,-0.017387899272010343
2000,1,All industry total,2008:Q1,48550.1,alaska,2008 Q1,-0.022836003840216335
2000,1,All industry total,2008:Q2,47477.7,alaska,2008 Q2,-0.022088522989654025
2000,1,All industry total,2008:Q3,49548.0,alaska,2008 Q3,0.04360573490291242
2000,1,All industry total,2008:Q4,54130.5,alaska,2008 Q4,0.09248607410995402
2000,1,All industry total,2009:Q1,56280.9,alaska,2009 Q1,0.03972621719732872
2000,1,All industry total,2009:Q2,55535.4,alaska,2009 Q2,-0.013246056832779907
2000,1,All industry total,2009:Q3,54243.0,alaska,2009 Q3,-0.023271642952063076
2000,1,All industry total,2009:Q4,53748.5,alaska,2009 Q4,-0.009116383680843665
2000,1,All industry total,2010:Q1,52420.4,alaska,2010 Q1,-0.024709526777491386
2000,1,All industry total,2010:Q2,53799.5,alaska,2010 Q2,0.026308460065165518
2000,1,All industry total,2010:Q3,54367.7,alaska,2010 Q3,0.010561436444576522
2000,1,All industry total,2010:Q4,54020.4,alaska,2010 Q4,-0.006387984041995476
2000,1,All industry total,2011:Q1,52334.2,alaska,2011 Q1,-0.031214133919778564
2000,1,All industry total,2011:Q2,53339.0,alaska,2011 Q2,0.019199682043482103
2000,1,All industry total,2011:Q3,54149.9,alaska,2011 Q3,0.0152027597067812
2000,1,All industry total,2011:Q4,56358.6,alaska,2011 Q4,0.04078862564843133
2000,1,All industry total,2012:Q1,56280.5,alaska,2012 Q1,-0.0013857689864545941
2000,1,All industry total,2012:Q2,57869.0,alaska,2012 Q2,0.02822469594264443
2000,1,All industry total,2012:Q3,57662.9,alaska,2012 Q3,-0.00356149233613845
2000,1,All industry total,2012:Q4,56537.0,alaska,2012 Q4,-0.019525552825126802
2000,1,All industry total,2013:Q1,56001.0,alaska,2013 Q1,-0.009480517183437343
2000,1,All industry total,2013:Q2,54089.9,alaska,2013 Q2,-0.034126176318279966
2000,1,All industry total,2013:Q3,54509.0,alaska,2013 Q3,0.00774821177336249
2000,1,All industry total,2013:Q4,53910.7,alaska,2013 Q4,-0.010976169072997144
2000,1,All industry total,2014:Q1,53151.3,alaska,2014 Q1,-0.014086257459094309
2000,1,All industry total,2014:Q2,53151.8,alaska,2014 Q2,9.407107634196166e-06
2000,1,All industry total,2014:Q3,53275.8,alaska,2014 Q3,0.002332940747067802
2000,1,All industry total,2014:Q4,53634.1,alaska,2014 Q4,0.006725380003678838
2000,1,All industry total,2015:Q1,54065.0,alaska,2015 Q1,0.00803406787845784
2000,1,All industry total,2015:Q2,53539.8,alaska,2015 Q2,-0.00971423286784423
2000,1,All industry total,2015:Q3,53509.2,alaska,2015 Q3,-0.0005715374357021519
2000,1,All industry total,2015:Q4,53610.5,alaska,2015 Q4,0.0018931323959245905
2000,1,All industry total,2016:Q1,54055.6,alaska,2016 Q1,0.008302478059335261
2000,1,All industry total,2016:Q2,53431.1,alaska,2016 Q2,-0.011552919586499844
2000,1,All industry total,2016:Q3,53174.9,alaska,2016 Q3,-0.004794960238512669
2000,1,All industry total,2016:Q4,53193.8,alaska,2016 Q4,0.00035543085177414113
2000,1,All industry total,2017:Q1,53407.3,alaska,2017 Q1,0.004013625648101815
2000,1,All industry total,2017:Q2,53436.0,alaska,2017 Q2,0.0005373797214986986
2000,1,All industry total,2017:Q3,54001.1,alaska,2017 Q3,0.010575267609850947
2000,1,All industry total,2017:Q4,53359.2,alaska,2017 Q4,-0.011886794898622433
2000,1,All industry total,2018:Q1,52891.0,alaska,2018 Q1,-0.008774494370230368
2000,1,All industry total,2018:Q2,52440.5,alaska,2018 Q2,-0.008517517157928589
2000,1,All industry total,2018:Q3,52378.3,alaska,2018 Q3,-0.0011861061584080845
2000,1,All industry total,2018:Q4,52208.4,alaska,2018 Q4,-0.0032437097042096186
2000,1,All industry total,2019:Q1,51848.1,alaska,2019 Q1,-0.0069011883145241315
2000,1,All industry total,2019:Q2,51864.3,alaska,2019 Q2,0.00031245117950318146
2000,1,All industry total,2019:Q3,52977.9,alaska,2019 Q3,0.021471416754877515
2000,1,All industry total,2019:Q4,52819.7,alaska,2019 Q4,-0.0029861508289306116
2000,1,All industry total,2020:Q1,52321.5,alaska,2020 Q1,-0.009432086891822511
2000,1,All industry total,2020:Q2,48242.4,alaska,2020 Q2,-0.07796221438605544
2000,1,All industry total,2020:Q3,49759.1,alaska,2020 Q3,0.03143914896439637
2000,1,All industry total,2020:Q4,51008.1,alaska,2020 Q4,0.02510093631114718
2000,1,All industry total,2021:Q1,51163.7,alaska,2021 Q1,0.0030504959016313116
2000,1,All industry total,2021:Q2,51027.9,alaska,2021 Q2,-0.0026542255544457216
2000,1,All industry total,2021:Q3,51471.8,alaska,2021 Q3,0.00869916261496173
2000,1,All industry total,2021:Q4,52153.2,alaska,2021 Q4,0.013238316903624758
2000,1,All industry total,2022:Q1,50074.2,alaska,2022 Q1,-0.03986332574031892
2000,1,All industry total,2022:Q2,50439.4,alaska,2022 Q2,0.007293176925442735
2000,1,All industry total,2022:Q3,50687.4,alaska,2022 Q3,0.004916791238595231
2000,1,All industry total,2022:Q4,51867.3,alaska,2022 Q4,0.023277974407841073
2000,1,All industry total,2023:Q1,52603.5,alaska,2023 Q1,0.014193914084596582
2000,1,All industry total,2023:Q2,53932.0,alaska,2023 Q2,0.025254973528377356
2000,1,All industry total,2023:Q3,54828.4,alaska,2023 Q3,0.0166209300600757
2000,1,All industry total,2023:Q4,54874.8,alaska,2023 Q4,0.0008462767470873711
2000,1,All industry total,2024:Q1,54710.6,alaska,2024 Q1,-0.002992266031037971
2000,1,All industry total,2024:Q2,54561.4,alaska,2024 Q2,-0.0027270766542497604
2000,1,All industry total,2024:Q3,54857.0,alaska,2024 Q3,0.005417749544549766
6000,1,All industry total,2005:Q1,2011957.6,california,2005 Q1,
6000,1,All industry total,2005:Q2,2029374.2,california,2005 Q2,0.008656544253218712
6000,1,All industry total,2005:Q3,2056154.2,california,2005 Q3,0.013196186292306233
6000,1,All industry total,2005:Q4,2071078.0,california,2005 Q4,0.007258113229056562
6000,1,All industry total,2006:Q1,2114085.7,california,2006 Q1,0.0207658523725327
6000,1,All industry total,2006:Q2,2109040.3,california,2006 Q2,-0.0023865636099805743
6000,1,All industry total,2006:Q3,2121481.1,california,2006 Q3,0.005898796718109223
6000,1,All industry total,2006:Q4,2137134.4,california,2006 Q4,0.0073784772346072725
6000,1,All industry total,2007:Q1,2126879.2,california,2007 Q1,-0.004798575138746375
6000,1,All industry total,2007:Q2,2153290.5,california,2007 Q2,0.012417865575063969
6000,1,All industry total,2007:Q3,2180276.5,california,2007 Q3,0.012532447433358351
6000,1,All industry total,2007:Q4,2215315.5,california,2007 Q4,0.01607089742975254
6000,1,All industry total,2008:Q1,2180243.6,california,2008 Q1,-0.015831559883908164
6000,1,All industry total,2008:Q2,2224915.6,california,2008 Q2,0.02048945356381271
6000,1,All industry total,2008:Q3,2222326.2,california,2008 Q3,-0.0011638194275773728
6000,1,All industry total,2008:Q4,2141841.9,california,2008 Q4,-0.036216240442109804
6000,1,All industry total,2009:Q1,2132988.7,california,2009 Q1,-0.004133451680070177
6000,1,All industry total,2009:Q2,2103479.1,california,2009 Q2,-0.01383485997839562
6000,1,All industry total,2009:Q3,2097783.4,california,2009 Q3,-0.00270775212361285
6000,1,All industry total,2009:Q4,2108466.3,california,2009 Q4,0.005092470461917076
6000,1,All industry total,2010:Q1,2130529.1,california,2010 Q1,0.010463909240569835
6000,1,All industry total,2010:Q2,2139237.4,california,2010 Q2,0.004087388433229977
6000,1,All industry total,2010:Q3,2150266.8,california,2010 Q3,0.0051557625161189335
6000,1,All industry total,2010:Q4,2195377.7,california,2010 Q4,0.020979210579822105
6000,1,All industry total,2011:Q1,2185033.7,california,2011 Q1,-0.004711717714906194
6000,1,All industry total,2011:Q2,2194927.2,california,2011 Q2,0.004527847785597006
6000,1,All industry total,2011:Q3,2189999.3,california,2011 Q3,-0.0022451314102811537
6000,1,All industry total,2011:Q4,2201588.5,california,2011 Q4,0.005291873837585337
6000,1,All industry total,2012:Q1,2231663.5,california,2012 Q1,0.013660590977832676
6000,1,All industry total,2012:Q2,2242371.4,california,2012 Q2,0.004798169616521353
6000,1,All industry total,2012:Q3,2256039.1,california,2012 Q3,0.0060951990379471965
6000,1,All industry total,2012:Q4,2291675.1,california,2012 Q4,0.01579582552447789
6000,1,All industry total,2013:Q1,2287676.1,california,2013 Q1,-0.0017450117601749415
6000,1,All industry total,2013:Q2,2315711.1,california,2013 Q2,0.012254794286656212
6000,1,All industry total,2013:Q3,2348046.5,california,2013 Q3,0.013963486205166076
6000,1,All industry total,2013:Q4,2409907.6,california,2013 Q4,0.02634577296488816
6000,1,All industry total,2014:Q1,2383712.0,california,2014 Q1,-0.010869960325449846
6000,1,All industry total,2014:Q2,2412048.9,california,2014 Q2,0.011887719657408313
6000,1,All industry total,2014:Q3,2456771.3,california,2014 Q3,0.018541249308834384
6000,1,All industry total,2014:Q4,2462170.6,california,2014 Q4,0.002197721863651081
6000,1,All industry total,2015:Q1,2518399.5,california,2015 Q1,0.022837125908334643
6000,1,All industry total,2015:Q2,2550179.7,california,2015 Q2,0.012619205173762138
6000,1,All industry total,2015:Q3,2556125.7,california,2015 Q3,0.0023316003966309395
6000,1,All industry total,2015:Q4,2559213.2,california,2015 Q4,0.001207882695283713
6000,1,All industry total,2016:Q1,2599892.4,california,2016 Q1,0.015895197789695503
6000,1,All industry total,2016:Q2,2600609.1,california,2016 Q2,0.000275665254454438
6000,1,All industry total,2016:Q3,2639393.2,california,2016 Q3,0.014913467771838551
6000,1,All industry total,2016:Q4,2654952.0,california,2016 Q4,0.005894839768473936
6000,1,All industry total,2017:Q1,2681002.0,california,2017 Q1,0.009811853472303733
6000,1,All industry total,2017:Q2,2717703.9,california,2017 Q2,0.013689620522476353
6000,1,All industry total,2017:Q3,2759618.0,california,2017 Q3,0.01542261465643846
6000,1,All industry total,2017:Q4,2803877.1,california,2017 Q4,0.016038125566654626
6000,1,All industry total,2018:Q1,2809417.8,california,2018 Q1,0.001976085185759313
6000,1,All industry total,2018:Q2,2838193.8,california,2018 Q2,0.010242691564067208
6000,1,All industry total,2018:Q3,2869602.8,california,2018 Q3,0.011066545209139633
6000,1,All industry total,2018:Q4,2886666.7,california,2018 Q4,0.0059464327258114125
6000,1,All industry total,2019:Q1,2909833.5,california,2019 Q1,0.008025450253747568
6000,1,All industry total,2019:Q2,2954169.3,california,2019 Q2,0.015236541884612986
6000,1,All industry total,2019:Q3,2989756.8,california,2019 Q3,0.012046533690536876
6000,1,All industry total,2019:Q4,3024676.3,california,2019 Q4,0.011679712543843035
6000,1,All industry total,2020:Q1,2983004.4,california,2020 Q1,-0.013777308996668514
6000,1,All industry total,2020:Q2,2751836.2,california,2020 Q2,-0.07749509186107795
6000,1,All industry total,2020:Q3,2978343.0,california,2020 Q3,0.08231114918831284
6000,1,All industry total,2020:Q4,3020097.3,california,2020 Q4,0.014019305365432944
6000,1,All industry total,2021:Q1,3078576.1,california,2021 Q1,0.019363217204955818
6000,1,All industry total,2021:Q2,3130909.7,california,2021 Q2,0.016999287430315535
6000,1,All industry total,2021:Q3,3175140.8,california,2021 Q3,0.014127235927628101
6000,1,All industry total,2021:Q4,3232127.9,california,2021 Q4,0.017947896987749345
6000,1,All industry total,2022:Q1,3191257.9,california,2022 Q1,-0.012644920394394021
6000,1,All industry total,2022:Q2,3180774.6,california,2022 Q2,-0.003285005577267741
6000,1,All industry total,2022:Q3,3186374.0,california,2022 Q3,0.0017603888059216644
6000,1,All industry total,2022:Q4,3177624.8,california,2022 Q4,-0.002745817032150044
6000,1,All industry total,2023:Q1,3222520.6,california,2023 Q1,0.014128729106092086
6000,1,All industry total,2023:Q2,3228085.4,california,2023 Q2,0.001726846990520281
6000,1,All industry total,2023:Q3,3262783.0,california,2023 Q3,0.010748662349515214
6000,1,All industry total,2023:Q4,3281237.1,california,2023 Q4,0.005655938504031788
6000,1,All industry total,2024:Q1,3331857.2,california,2024 Q1,0.015427138745932156
6000,1,All industry total,2024:Q2,3354963.1,california,2024 Q2,0.006934841024999416
6000,1,All industry total,2024:Q3,3380751.2,california,2024 Q3,0.007686552498893384
8000,1,All industry total,2005:Q1,261764.0,colorado,2005 Q1,
8000,1,All industry total,2005:Q2,262351.6,colorado,2005 Q2,0.00224477009825641
8000,1,All industry total,2005:Q3,263133.9,colorado,2005 Q3,0.0029818762302193935
8000,1,All industry total,2005:Q4,260722.2,colorado,2005 Q4,-0.009165295691661246
8000,1,All industry total,2006:Q1,267639.9,colorado,2006 Q1,0.02653283840041243
8000,1,All industry total,2006:Q2,265918.0,colorado,2006 Q2,-0.006433644609791123
8000,1,All industry total,2006:Q3,269711.5,colorado,2006 Q3,0.014265675885047235
8000,1,All industry total,2006:Q4,269493.8,colorado,2006 Q4,-0.0008071587603791786
8000,1,All industry total,2007:Q1,273536.6,colorado,2007 Q1,0.015001458289578329
8000,1,All industry total,2007:Q2,277187.3,colorado,2007 Q2,0.013346294426413108
8000,1,All industry total,2007:Q3,279588.8,colorado,2007 Q3,0.008663816848751837
8000,1,All industry total,2007:Q4,284622.6,colorado,2007 Q4,0.01800429774010981
8000,1,All industry total,2008:Q1,281408.9,colorado,2008 Q1,-0.011291092133934422
8000,1,All industry total,2008:Q2,283761.3,colorado,2008 Q2,0.008359366032843818
8000,1,All industry total,2008:Q3,283124.8,colorado,2008 Q3,-0.0022430824781251024
8000,1,All industry total,2008:Q4,278918.1,colorado,2008 Q4,-0.014858112041050475
8000,1,All industry total,2009:Q1,278097.5,colorado,2009 Q1,-0.0029420822815011682
8000,1,All industry total,2009:Q2,273375.9,colorado,2009 Q2,-0.016978218071000195
8000,1,All industry total,2009:Q3,274940.5,colorado,2009 Q3,0.005723255049183029
8000,1,All industry total,2009:Q4,276222.6,colorado,2009 Q4,0.004663190763092295
8000,1,All industry total,2010:Q1,276287.0,colorado,2010 Q1,0.00023314529658335914
8000,1,All industry total,2010:Q2,276800.1,colorado,2010 Q2,0.0018571268282618902
8000,1,All industry total,2010:Q3,279732.3,colorado,2010 Q3,0.010593204265460843
8000,1,All industry total,2010:Q4,284722.8,colorado,2010 Q4,0.01784027085896045
8000,1,All industry total,2011:Q1,282496.8,colorado,2011 Q1,-0.007818130476379137
8000,1,All industry total,2011:Q2,283488.4,colorado,2011 Q2,0.003510128256320133
8000,1,All industry total,2011:Q3,283865.5,colorado,2011 Q3,0.0013302131586334642
8000,1,All industry total,2011:Q4,286004.4,colorado,2011 Q4,0.0075349064962104695
8000,1,All industry total,2012:Q1,287339.1,colorado,2012 Q1,0.004666711421222658
8000,1,All industry total,2012:Q2,289500.3,colorado,2012 Q2,0.0075214267741494645
8000,1,All industry total,2012:Q3,288999.0,colorado,2012 Q3,-0.0017316044232078553
8000,1,All industry total,2012:Q4,291519.8,colorado,2012 Q4,0.008722521531216332
8000,1,All industry total,2013:Q1,298232.7,colorado,2013 Q1,0.023027252351298433
8000,1,All industry total,2013:Q2,299053.6,colorado,2013 Q2,0.002752548597118931
8000,1,All industry total,2013:Q3,302781.4,colorado,2013 Q3,0.012465323941929007
8000,1,All industry total,2013:Q4,305868.9,colorado,2013 Q4,0.010197125715119881
8000,1,All industry total,2014:Q1,307518.5,colorado,2014 Q1,0.005393160272260333
8000,1,All industry total,2014:Q2,312405.0,colorado,2014 Q2,0.01589010092075771
8000,1,All industry total,2014:Q3,317708.4,colorado,2014 Q3,0.016976040716377927
8000,1,All industry total,2014:Q4,323964.3,colorado,2014 Q4,0.019690697507525723
8000,1,All industry total,2015:Q1,327143.0,colorado,2015 Q1,0.009811883593346504
8000,1,All industry total,2015:Q2,329499.1,colorado,2015 Q2,0.007202049256747056
8000,1,All industry total,2015:Q3,331565.5,colorado,2015 Q3,0.00627133731169538
8000,1,All industry total,2015:Q4,333897.0,colorado,2015 Q4,0.007031793114784302
8000,1,All industry total,2016:Q1,332473.1,colorado,2016 Q1,-0.004264488749524675
8000,1,All industry total,2016:Q2,334071.7,colorado,2016 Q2,0.00480820854378905
8000,1,All industry total,2016:Q3,339822.4,colorado,2016 Q3,0.01721396933652275
8000,1,All industry total,2016:Q4,344373.5,colorado,2016 Q4,0.013392583890879495
8000,1,All industry total,2017:Q1,345065.3,colorado,2017 Q1,0.002008865374368174
8000,1,All industry total,2017:Q2,346383.4,colorado,2017 Q2,0.0038198567053830956
8000,1,All industry total,2017:Q3,351901.4,colorado,2017 Q3,0.015930324605624824
8000,1,All industry total,2017:Q4,357486.4,colorado,2017 Q4,0.015870922934662968
8000,1,All industry total,2018:Q1,365104.7,colorado,2018 Q1,0.02131074077223638
8000,1,All industry total,2018:Q2,363911.4,colorado,2018 Q2,-0.0032683775366353363
8000,1,All industry total,2018:Q3,364233.5,colorado,2018 Q3,0.0008851055504168759
8000,1,All industry total,2018:Q4,367568.5,colorado,2018 Q4,0.00915621435150804
8000,1,All industry total,2019:Q1,374316.4,colorado,2019 Q1,0.01835821078248001
8000,1,All industry total,2019:Q2,380797.0,colorado,2019 Q2,0.017313160737814304
8000,1,All industry total,2019:Q3,389693.4,colorado,2019 Q3,0.02336257901191452
8000,1,All industry total,2019:Q4,390095.8,colorado,2019 Q4,0.001032606659491675
8000,1,All industry total,2020:Q1,389810.2,colorado,2020 Q1,-0.0007321278516712049
8000,1,All industry total,2020:Q2,359325.3,colorado,2020 Q2,-0.07820446976502926
8000,1,All industry total,2020:Q3,384244.7,colorado,2020 Q3,0.06935053000721081
8000,1,All industry total,2020:Q4,387374.9,colorado,2020 Q4,0.00814637130974094
8000,1,All industry total,2021:Q1,397732.3,colorado,2021 Q1,0.026737406063221947
8000,1,All industry total,2021:Q2,403719.0,colorado,2021 Q2,0.015052084027372237
8000,1,All industry total,2021:Q3,408545.7,colorado,2021 Q3,0.011955592875242393
8000,1,All industry total,2021:Q4,415810.7,colorado,2021 Q4,0.017782588337118765
8000,1,All industry total,2022:Q1,416912.4,colorado,2022 Q1,0.0026495229680236765
8000,1,All industry total,2022:Q2,413881.9,colorado,2022 Q2,-0.0072689130858185624
8000,1,All industry total,2022:Q3,419518.6,colorado,2022 Q3,0.013619102454105692
8000,1,All industry total,2022:Q4,424962.4,colorado,2022 Q4,0.012976301885065489
8000,1,All industry total,2023:Q1,429620.0,colorado,2023 Q1,0.010960028463694593
8000,1,All industry total,2023:Q2,436412.4,colorado,2023 Q2,0.015810250919417124
8000,1,All industry total,2023:Q3,439703.2,colorado,2023 Q3,0.0075405740075213945
8000,1,All industry total,2023:Q4,442488.6,colorado,2023 Q4,0.0063347276071676895
8000,1,All industry total,2024:Q1,440600.9,colorado,2024 Q1,-0.004266098606834023
8000,1,All industry total,2024:Q2,443495.5,colorado,2024 Q2,0.00656966429256034
8000,1,All industry total,2024:Q3,447218.4,colorado,2024 Q3,0.008394448196205051
9000,1,All industry total,2005:Q1,256267.5,connecticut,2005 Q1,
9000,1,All industry total,2005:Q2,257460.7,connecticut,2005 Q2,0.0046560722682353894
9000,1,All industry total,2005:Q3,257626.4,connecticut,2005 Q3,0.0006435933717261477
9000,1,All industry total,2005:Q4,261460.2,connecticut,2005 Q4,0.014881238879245418
9000,1,All industry total,2006:Q1,270061.6,connecticut,2006 Q1,0.032897549990399844
9000,1,All industry total,2006:Q2,267848.9,connecticut,2006 Q2,-0.00819331589533634
9000,1,All industry total,2006:Q3,268090.5,connecticut,2006 Q3,0.0009020010909135401
9000,1,All industry total,2006:Q4,271913.2,connecticut,2006 Q4,0.0142589909004609
9000,1,All industry total,2007:Q1,280503.1,connecticut,2007 Q1,0.03159059582249024
9000,1,All industry total,2007:Q2,278775.6,connecticut,2007 Q2,-0.006158577213585148
9000,1,All industry total,2007:Q3,278548.0,connecticut,2007 Q3,-0.0008164272626440816
9000,1,All industry total,2007:Q4,276114.8,connecticut,2007 Q4,-0.008735298763588362
9000,1,All industry total,2008:Q1,289701.3,connecticut,2008 Q1,0.04920598243918839
9000,1,All industry total,2008:Q2,285823.5,connecticut,2008 Q2,-0.013385511214481949
