State,YearQuarter,employment_growth
alaska,2015 Q2,-0.0006001479524032997
alaska,2015 Q3,-0.0009706016735966383
alaska,2015 Q4,-0.0005446979870996996
alaska,2016 Q1,7.70558839249628e-05
alaska,2016 Q2,-0.000387319395374619
alaska,2016 Q3,-0.00045605391750869195
alaska,2016 Q4,0.0003573564652044059
alaska,2017 Q1,0.0005881981643644322
alaska,2017 Q2,-0.000577903979485872
alaska,2017 Q3,-0.0015334428035349568
alaska,2017 Q4,-0.0017548865771523185
alaska,2018 Q1,-0.0002146670554930378
alaska,2018 Q2,2.7052115197675104e-05
alaska,2018 Q3,-0.0012268060794502118
alaska,2018 Q4,-0.0013560735887459356
alaska,2019 Q1,-0.00012579197865836278
alaska,2019 Q2,0.0012509312433313102
alaska,2019 Q3,0.000448538457016386
alaska,2019 Q4,0.0001092759886257566
alaska,2020 Q1,-0.0017245549040532104
alaska,2020 Q2,-0.023527619277081874
alaska,2020 Q3,0.010863015416098762
alaska,2020 Q4,0.005438619031611432
alaska,2021 Q1,0.002469923025137488
alaska,2021 Q2,0.0025643185670841304
alaska,2021 Q3,0.004094873606309483
alaska,2021 Q4,0.004725672804834528
alaska,2022 Q1,0.002480760798256728
alaska,2022 Q2,0.0005630931061246051
alaska,2022 Q3,-0.0006001334067616085
alaska,2022 Q4,0.0012202097676204577
alaska,2023 Q1,0.0021355171167620757
alaska,2023 Q2,0.0011669444790607386
alaska,2023 Q3,-0.00015274916164705518
alaska,2023 Q4,-0.0008908185507530882
alaska,2024 Q1,0.00048704574285592567
alaska,2024 Q2,0.0010382613210877523
alaska,2024 Q3,0.00046632351415006507
alaska,2024 Q4,5.2420211817764496e-05
alaska,2025 Q1,0.002573620390992293
california,1976 Q1,-3.2813272569875984e-05
california,1976 Q2,0.003681547411262439
california,1976 Q3,0.003317147065208914
california,1976 Q4,0.0034865160557383166
california,1977 Q1,0.0054920640602166655
california,1977 Q2,0.005876999757653767
california,1977 Q3,0.005936954066999049
california,1977 Q4,0.005910732142064612
california,1978 Q1,0.005503820280289358
california,1978 Q2,0.005219595608492537
california,1978 Q3,0.003894942761271706
california,1978 Q4,0.003956106324084792
california,1979 Q1,0.0030265312815673795
california,1979 Q2,0.002840088806812672
california,1979 Q3,0.003762283737966795
california,1979 Q4,0.0031255117731980864
california,1980 Q1,0.0007530964674901478
california,1980 Q2,-0.00040447224116901825
california,1980 Q3,0.0014397273266132011
california,1980 Q4,0.0023146150130527086
california,1981 Q1,0.002675730482990154
california,1981 Q2,0.0011125586240192664
california,1981 Q3,-0.0005421196377746554
california,1981 Q4,-0.0004419419306054273
california,1982 Q1,0.00047177191075742364
california,1982 Q2,0.0007160722970492491
california,1982 Q3,-0.0002074926610891037
california,1982 Q4,-0.0005009032526867019
california,1983 Q1,0.0008374162768870116
california,1983 Q2,0.004232652357923176
california,1983 Q3,0.005243520728202518
california,1983 Q4,0.003932868476965649
california,1984 Q1,0.004789899497866197
california,1984 Q2,0.004905501690327589
california,1984 Q3,0.0034797740252701104
california,1984 Q4,0.003952887244488279
california,1985 Q1,0.0030751526055948406
california,1985 Q2,0.0010640546381802303
california,1985 Q3,0.0025430064199277367
california,1985 Q4,0.0033857070589122795
california,1986 Q1,0.00281294148542921
california,1986 Q2,0.003771551395571319
california,1986 Q3,0.003815028187139561
california,1986 Q4,0.003123069855349566
california,1987 Q1,0.00382395434738636
california,1987 Q2,0.004092988483666386
california,1987 Q3,0.0035241642645025273
california,1987 Q4,0.003493450139213724
california,1988 Q1,0.0027875607158966975
california,1988 Q2,0.002538879859872075
california,1988 Q3,0.002980099454869878
california,1988 Q4,0.0033682511835565845
california,1989 Q1,0.0028583301340608567
california,1989 Q2,0.002025943472593106
california,1989 Q3,0.0018403560877201148
california,1989 Q4,0.0012651914430495588
california,1990 Q1,0.00020390625123119696
california,1990 Q2,-0.0014711061087041937
california,1990 Q3,-0.0030224403729131413
california,1990 Q4,-0.0034399956164108034
california,1991 Q1,-0.002472660767147509
california,1991 Q2,-0.001067460322282147
california,1991 Q3,-9.0118278999111e-05
california,1991 Q4,-0.00037681533001202955
california,1992 Q1,-0.00021577449591381193
california,1992 Q2,7.737314411212133e-05
california,1992 Q3,-0.001077910346071483
california,1992 Q4,-0.0012753013156637794
california,1993 Q1,-0.0004952281737208667
california,1993 Q2,0.00034069454537544175
california,1993 Q3,0.0001913282302203149
california,1993 Q4,0.0008594569392420167
california,1994 Q1,0.0010191960421274497
california,1994 Q2,0.00040838013169571436
california,1994 Q3,0.001423664409903121
california,1994 Q4,0.0015538410079229958
california,1995 Q1,2.555871062133915e-05
california,1995 Q2,-9.7119015641652e-05
california,1995 Q3,0.0008498457119738104
california,1995 Q4,0.0005345643351998645
california,1996 Q1,0.0013191131614194902
california,1996 Q2,0.002841043779520177
california,1996 Q3,0.0031662750941513864
california,1996 Q4,0.002385447470658978
california,1997 Q1,0.0029558736743028704
california,1997 Q2,0.003494605817635795
california,1997 Q3,0.0028419138710760925
california,1997 Q4,0.0023493726282695824
california,1998 Q1,0.0019776168536795127
california,1998 Q2,0.0018180245267919541
california,1998 Q3,0.0019322457186963238
california,1998 Q4,0.001983615434601423
california,1999 Q1,0.0016016904860314263
california,1999 Q2,0.0021803626270262555
california,1999 Q3,0.002371975284744791
california,1999 Q4,0.0029247976925182626
california,2000 Q1,0.002959429979160729
california,2000 Q2,0.0018569079171598297
california,2000 Q3,0.0020305270499193875
california,2000 Q4,0.0026585672248521743
california,2001 Q1,0.0007177005217909501
california,2001 Q2,-0.0012191969594051628
california,2001 Q3,-0.00127770819019631
california,2001 Q4,-0.0010019687702372826
california,2002 Q1,5.753581442354457e-06
california,2002 Q2,0.000529856225802113
california,2002 Q3,0.0003052681142200105
california,2002 Q4,-0.0005072840934201572
california,2003 Q1,-8.365194179201414e-05
california,2003 Q2,-0.00015982805399050726
california,2003 Q3,0.00033376062536790335
california,2003 Q4,0.0016468238232750416
california,2004 Q1,0.0012206516089687813
california,2004 Q2,0.0014731021570565754
california,2004 Q3,0.0017691037785893353
california,2004 Q4,0.001261374982602037
california,2005 Q1,0.0018158576842059275
california,2005 Q2,0.0024756180107020262
california,2005 Q3,0.0012399154925680407
california,2005 Q4,0.0005050335867996155
california,2006 Q1,0.0010073619277539692
california,2006 Q2,0.0009389789991730199
california,2006 Q3,0.0015033608754215777
california,2006 Q4,0.0017851176814944747
california,2007 Q1,0.0005633618558284296
california,2007 Q2,0.0002565509548861182
california,2007 Q3,0.0004869062959548624
california,2007 Q4,0.0003980603651914845
california,2008 Q1,-0.00021852410327527494
california,2008 Q2,-0.001032127239314932
california,2008 Q3,-0.0017629418441415339
california,2008 Q4,-0.004160306860035545
california,2009 Q1,-0.005342812778277306
california,2009 Q2,-0.003620654863368452
california,2009 Q3,-0.0034777914645213923
california,2009 Q4,-0.001845569796467254
california,2010 Q1,0.0006706562102312871
california,2010 Q2,0.00024449854051063663
california,2010 Q3,-0.0006673218668049596
california,2010 Q4,-6.847899979226894e-05
california,2011 Q1,0.0008111847916633478
california,2011 Q2,0.0006931622411434635
california,2011 Q3,0.002117596404419997
california,2011 Q4,0.0022917292282729207
california,2012 Q1,0.0013504768278222261
california,2012 Q2,0.0015936131380553202
california,2012 Q3,0.002754660367086492
california,2012 Q4,0.0022450733389655455
california,2013 Q1,0.0012509257616426517
california,2013 Q2,0.001758940718500801
california,2013 Q3,0.0008208274059876194
california,2013 Q4,0.0012619889541943448
california,2014 Q1,0.002321448085901364
california,2014 Q2,0.002181551994859291
california,2014 Q3,0.002643322424916198
california,2014 Q4,0.0021987064873559468
california,2015 Q1,0.0015497434263704868
california,2015 Q2,0.0014757700249072858
california,2015 Q3,0.0010390051742733182
california,2015 Q4,0.002041131890417732
california,2016 Q1,0.0018932844202685928
california,2016 Q2,0.0011567190491132233
california,2016 Q3,0.0009904547474168062
california,2016 Q4,0.0009444018801273065
california,2017 Q1,0.001916267703932902
california,2017 Q2,0.0016756602099169775
california,2017 Q3,0.0007596417074468379
california,2017 Q4,0.00039478675090605836
california,2018 Q1,0.0015678801773897355
california,2018 Q2,0.0011419557735357078
california,2018 Q3,1.5505604086992382e-06
california,2018 Q4,0.00046955370933584223
california,2019 Q1,0.0003600218602538933
california,2019 Q2,0.0007207597603008745
california,2019 Q3,0.0013359184498954828
california,2019 Q4,0.0016432935518285359
california,2020 Q1,-0.009130567527633008
california,2020 Q2,-0.03130997171307589
california,2020 Q3,0.007894352091215731
california,2020 Q4,0.0043584607475200725
california,2021 Q1,0.003738263564526371
california,2021 Q2,0.005922703091388796
california,2021 Q3,0.005209848301775066
california,2021 Q4,0.005848548472046818
california,2022 Q1,0.004116888707917339
california,2022 Q2,0.0018780227753647516
california,2022 Q3,-0.00018753559881401483
california,2022 Q4,0.0007898601384486911
california,2023 Q1,0.0009662828136614751
california,2023 Q2,0.0009401539399886231
california,2023 Q3,-0.0002101315859195374
california,2023 Q4,1.8750742689384776e-05
california,2024 Q1,-2.7134032417201286e-05
california,2024 Q2,0.0009008218674570282
california,2024 Q3,-0.0001015321581247323
california,2024 Q4,0.00010653999713909161
california,2025 Q1,0.0009470938538158613
colorado,1976 Q1,-6.115178504789709e-05
colorado,1976 Q2,0.0005100187062034115
colorado,1976 Q3,0.0024591533072277905
colorado,1976 Q4,0.004294691113625904
colorado,1977 Q1,0.003449354234898857
colorado,1977 Q2,0.0032032668385547267
colorado,1977 Q3,0.0034630516323514993
colorado,1977 Q4,0.00349972823288236
colorado,1978 Q1,0.004740319564080202
colorado,1978 Q2,0.0056512853307435496
colorado,1978 Q3,0.005493972179909508
colorado,1978 Q4,0.0060992961644330546
colorado,1979 Q1,0.005498328132284606
colorado,1979 Q2,0.005939687472601651
colorado,1979 Q3,0.005247055022854423
colorado,1979 Q4,0.003996045391908194
colorado,1980 Q1,0.001539903258132617
colorado,1980 Q2,-0.0013141290570962694
colorado,1980 Q3,0.0009714664678202034
colorado,1980 Q4,0.0029294224392350334
colorado,1981 Q1,0.003967172805840506
colorado,1981 Q2,0.004430636814032847
colorado,1981 Q3,0.002803621908641437
colorado,1981 Q4,-0.00015491301094094911
colorado,1982 Q1,0.0005864251565364705
colorado,1982 Q2,0.0007986104201382904
colorado,1982 Q3,-1.7718273810141127e-05
colorado,1982 Q4,0.003305167063563319
colorado,1983 Q1,0.004606684790453712
colorado,1983 Q2,0.006126389430315553
colorado,1983 Q3,0.007333791197247678
colorado,1983 Q4,0.0046028873982078
colorado,1984 Q1,0.0033166265115722737
colorado,1984 Q2,0.002484582929118462
colorado,1984 Q3,-0.0004618793704078694
colorado,1984 Q4,-0.0003582681009079251
colorado,1985 Q1,0.0006178081829718204
colorado,1985 Q2,-0.0014413655790237456
colorado,1985 Q3,-0.0012991685313374912
colorado,1985 Q4,-0.0011893030019541155
colorado,1986 Q1,-0.0024731556990387946
colorado,1986 Q2,-0.0013559178290133422
colorado,1986 Q3,-0.0008492827636461531
colorado,1986 Q4,-0.0007907993726904797
colorado,1987 Q1,2.1144797254938712e-05
colorado,1987 Q2,0.000702560585631599
colorado,1987 Q3,0.0019137967543458867
colorado,1987 Q4,0.002377015672752947
colorado,1988 Q1,0.0013690965587052073
colorado,1988 Q2,0.0005676616951832969
colorado,1988 Q3,-0.0002247170344215806
colorado,1988 Q4,-0.00019272764619460148
colorado,1989 Q1,0.0007865015630605932
colorado,1989 Q2,0.002449443090590586
colorado,1989 Q3,0.0032151578235150393
colorado,1989 Q4,0.002908924603474731
colorado,1990 Q1,0.0029990180097292374
colorado,1990 Q2,0.0022646677162786086
colorado,1990 Q3,0.0024538240642499876
colorado,1990 Q4,0.0016743461647303892
colorado,1991 Q1,0.0007902955211262311
colorado,1991 Q2,0.0009727015704426764
colorado,1991 Q3,0.00013691333669074712
colorado,1991 Q4,-7.384026650362567e-05
colorado,1992 Q1,0.0014227689411869804
colorado,1992 Q2,0.0026023183312979814
colorado,1992 Q3,0.0028382910865250763
colorado,1992 Q4,0.003761281638095785
colorado,1993 Q1,0.00492558030056145
colorado,1993 Q2,0.005398632187986048
colorado,1993 Q3,0.004666293308857557
colorado,1993 Q4,0.005445254986521375
colorado,1994 Q1,0.005510092742148827
colorado,1994 Q2,0.005948754168948541
colorado,1994 Q3,0.007055588538251574
colorado,1994 Q4,0.005056888555412457
colorado,1995 Q1,0.0022504318066574047
colorado,1995 Q2,0.0016847380808798402
colorado,1995 Q3,0.0025553266769508345
colorado,1995 Q4,0.0014315405761356665
colorado,1996 Q1,0.0003879985026345641
colorado,1996 Q2,1.135615431320976e-06
colorado,1996 Q3,0.0002019936029322341
colorado,1996 Q4,0.001862113795717694
colorado,1997 Q1,0.004064965325179785
colorado,1997 Q2,0.0049964185956371905
colorado,1997 Q3,0.004136715176902284
colorado,1997 Q4,0.002989599596610789
colorado,1998 Q1,0.0025334453662690937
colorado,1998 Q2,0.002381310567721062
colorado,1998 Q3,0.002512838380520558
colorado,1998 Q4,0.0023674325807253225
colorado,1999 Q1,0.0014060547822364693
